device_id,platform
11744,Windows
11745,Android
11746,Windows
11747,Windows
11748,macOS
11749,iOS
11750,Windows
11751,Windows
11752,Windows
11753,Windows
11754,Windows
11755,Windows
11756,Windows
11757,Windows
11758,Windows
11759,Windows
11760,iOS
11761,iOS
11762,Windows
11763,Windows
11764,Android
11765,Windows
11766,Windows
11767,Windows
11768,Windows
11769,Windows
11770,iOS
11771,Windows
11772,Windows
11773,Windows
11774,Windows
11775,Windows
11776,Windows
11777,Windows
11778,iOS
11779,Windows
11780,Windows
11781,Windows
11782,Windows
11783,Android
11784,Android
11785,Windows
11786,Android
11787,macOS
11788,Windows
11789,Android
11790,Android
11791,Windows
11792,Windows
11793,Android
11794,Android
11795,Windows
11796,Windows
11797,Windows
11798,Windows
11799,Windows
11800,Windows
11801,Android
11802,macOS
11803,Windows
11804,Windows
11805,Android
11806,Windows
11807,Windows
11808,Windows
11809,Windows
11810,Windows
11811,Windows
11812,Windows
11813,Windows
11814,Android
11815,Windows
11816,Windows
11817,macOS
11818,Android
11819,Android
11820,Windows
11821,Windows
11822,Windows
11823,iOS
11824,Windows
11825,Windows
11826,Windows
11827,Windows
11828,Windows
11829,Windows
11830,Windows
11831,Windows
11832,Windows
11833,Windows
11834,Android
11835,macOS
11836,Windows
11837,iOS
11838,Windows
11839,Android
11840,Windows
11841,Android
11842,Windows
11843,Windows
11844,Windows
11845,Windows
11846,Android
11847,Windows
11848,Windows
11849,Windows
11850,Windows
11851,Windows
11852,Android
11853,Android
11854,Windows
11855,Windows
11856,Windows
11857,Windows
11858,Android
11859,Windows
11860,Windows
11861,Windows
11862,macOS
11863,Android
11864,Android
11865,macOS
11866,Windows
11867,Windows
11868,Windows
11869,Android
11870,macOS
11871,Android
11872,Windows
11873,Windows
11874,Windows
11875,Windows
11876,Windows
11877,Windows
11878,Windows
11879,Windows
11880,Android
11881,macOS
11882,Windows
11883,Windows
11884,Windows
11885,Windows
11886,Windows
11887,Windows
11888,Android
11889,Android
11890,Windows
11891,Windows
11892,Windows
11893,Android
11894,Windows
11895,Windows
11896,Windows
11897,Windows
11898,Windows
11899,Windows
11900,Windows
11901,Android
11902,iOS
11903,Windows
11904,Windows
11905,Android
11906,Windows
11907,Windows
11908,Windows
11909,Android
11910,Android
11911,Windows
11912,Windows
11913,Windows
11914,Windows
11915,Windows
11916,Android
11917,Android
11918,Android
11919,Android
11920,Android
11921,macOS
11922,iOS
11923,Windows
11924,Android
11925,macOS
11926,Windows
11927,Android
11928,Windows
11929,Windows
11930,Windows
11931,Windows
11932,macOS
11933,macOS
11934,Android
11935,Windows
11936,Windows
11937,Android
11938,Windows
11939,Android
11940,Windows
11941,Android
11942,Windows
11943,Windows
11944,Windows
11945,Windows
11946,Windows
11947,macOS
11948,Windows
11949,Windows
11950,Windows
11951,Linux
11952,iOS
11953,Android
11954,Windows
11955,Android
11956,Android
11957,Windows
11958,Windows
11959,Windows
11960,Windows
11961,Windows
11962,Android
11963,iOS
11964,Android
11965,Windows
11966,Windows
11967,iOS
11968,Android
11969,Windows
11970,Windows
11971,Windows
11972,Windows
11973,Windows
11974,Windows
11975,Windows
11976,Windows
11977,Android
11978,Android
11979,Android
11980,Android
11981,Android
11982,Android
11983,Windows
11984,Android
11985,macOS
11986,Android
11987,Linux
11988,Windows
11989,Windows
11990,Windows
11991,Windows
11992,Android
11993,Windows
11994,Linux
11995,Windows
11996,Android
11997,Windows
11998,Windows
11999,Android
12000,Android
12001,Android
12002,Windows
12003,Windows
12004,Android
12005,Android
12006,Windows
12007,Android
12008,Windows
12009,Android
12010,Linux
12011,Windows
12012,Android
12013,Windows
12014,macOS
12015,macOS
12016,Windows
12017,Windows
12018,Windows
12019,macOS
12020,Android
12021,Windows
12022,Windows
12023,Android
12024,Android
12025,Windows
12026,macOS
12027,Windows
12028,Windows
12029,Windows
12030,Windows
12031,Windows
12032,Android
12033,Windows
12034,Windows
12035,Windows
12036,Android
12037,Windows
12038,iOS
12039,Windows
12040,Windows
12041,Android
12042,Windows
12043,macOS
12044,macOS
12045,Windows
12046,Windows
12047,iOS
12048,Windows
12049,macOS
12050,Android
12051,Android
12052,macOS
12053,Windows
12054,Linux
12055,Android
12056,Android
12057,Windows
12058,Windows
12059,Windows
12060,Android
12061,Windows
12062,Windows
12063,Windows
12064,Windows
12065,Windows
12066,Windows
12067,Windows
12068,Windows
12069,Windows
12070,Windows
12071,Windows
12072,macOS
12073,Windows
12074,Windows
12075,Windows
12076,Windows
12077,Android
12078,Windows
12079,Windows
12080,Windows
12081,Windows
12082,macOS
12083,Windows
12084,Windows
12085,Android
12086,Windows
12087,Android
12088,iOS
12089,macOS
12090,iOS
12091,Windows
12092,Android
12093,Windows
12094,Windows
12095,Windows
12096,Windows
12097,Windows
12098,Windows
12099,Android
12100,Windows
12101,Windows
12102,Android
12103,Windows
12104,Windows
12105,Windows
12106,Windows
12107,Windows
12108,Windows
12109,Android
12110,Windows
12111,Windows
12112,Android
12113,Windows
12114,Windows
12115,Windows
12116,macOS
12117,Android
12118,Windows
12119,Android
12120,Windows
12121,Android
12122,iOS
12123,Android
12124,macOS
12125,Windows
12126,Android
12127,Windows
12128,Windows
12129,Windows
12130,Windows
12131,macOS
12132,Windows
12133,Windows
12134,Windows
12135,Windows
12136,Windows
12137,Windows
12138,Windows
12139,macOS
12140,iOS
12141,Windows
12142,Windows
12143,Android
12144,Android
12145,Windows
12146,Windows
12147,Windows
12148,Windows
12149,Windows
12150,Windows
12151,macOS
12152,macOS
12153,iOS
12154,Windows
12155,Windows
12156,Android
12157,Android
12158,Windows
12159,Windows
12160,iOS
12161,Windows
12162,Windows
12163,Windows
12164,Windows
12165,Windows
12166,Windows
12167,Windows
12168,Windows
12169,Android
12170,Android
12171,Android
12172,Windows
12173,Windows
12174,Windows
12175,Windows
12176,Android
12177,Windows
12178,Android
12179,Windows
12180,Android
12181,Android
12182,Android
12183,Windows
12184,Android
12185,Windows
12186,macOS
12187,macOS
12188,Android
12189,Windows
12190,Windows
12191,Windows
12192,Windows
12193,Android
12194,Android
12195,Android
12196,Windows
12197,Android
12198,Windows
12199,iOS
12200,macOS
12201,macOS
12202,Windows
12203,Windows
12204,iOS
12205,Windows
12206,Android
12207,Windows
12208,Windows
12209,Android
12210,macOS
12211,Windows
12212,Windows
12213,Windows
12214,Windows
12215,Windows
12216,Android
12217,Android
12218,macOS
12219,Windows
12220,Windows
12221,Windows
12222,Windows
12223,Windows
12224,Windows
12225,Android
12226,Android
12227,Windows
12228,Linux
12229,Android
12230,Windows
12231,Android
12232,Windows
12233,Android
12234,Windows
12235,Windows
12236,Windows
12237,Linux
12238,Windows
12239,Windows
12240,Windows
12241,Windows
12242,macOS
12243,Android
12244,Android
12245,Windows
12246,Windows
12247,Windows
12248,Windows
12249,Windows
12250,Windows
12251,Android
12252,Windows
12253,Windows
12254,macOS
12255,Windows
12256,Windows
12257,Android
12258,Windows
12259,Windows
12260,Android
12261,Windows
12262,Windows
12263,Windows
12264,Android
12265,Windows
12266,macOS
12267,Linux
12268,Android
12269,Android
12270,Windows
12271,Windows
12272,Android
12273,Windows
12274,Windows
12275,Windows
12276,iOS
12277,Windows
12278,Android
12279,macOS
12280,Android
12281,Windows
12282,Windows
12283,Windows
12284,Windows
12285,Android
12286,Windows
12287,Windows
12288,Android
12289,Windows
12290,iOS
12291,iOS
12292,Windows
12293,Android
12294,Windows
12295,Windows
12296,Windows
12297,Windows
12298,macOS
12299,Windows
12300,Windows
12301,Windows
12302,Windows
12303,macOS
12304,Windows
12305,Windows
12306,Android
12307,Windows
12308,Windows
12309,Windows
12310,Windows
12311,Windows
12312,Windows
12313,Windows
12314,Android
12315,Windows
12316,Android
12317,Windows
12318,Windows
12319,Windows
12320,Windows
12321,Windows
12322,Windows
12323,Android
12324,Windows
12325,Windows
12326,Windows
12327,Android
12328,Windows
12329,Windows
12330,Windows
12331,Android
12332,iOS
12333,Windows
12334,Android
12335,Android
12336,Android
12337,iOS
12338,Android
12339,Windows
12340,Windows
12341,Windows
12342,Android
12343,Windows
12344,Windows
12345,Windows
12346,Windows
12347,Windows
12348,Windows
12349,Android
12350,Windows
12351,iOS
12352,Windows
12353,Windows
12354,Windows
12355,Android
12356,Windows
12357,Android
12358,Linux
12359,Android
12360,Windows
12361,Android
12362,Windows
12363,Android
12364,Windows
12365,Android
12366,Android
12367,Android
12368,Windows
12369,Windows
12370,Android
12371,Windows
12372,Android
12373,Windows
12374,Android
12375,iOS
12376,Android
12377,Windows
12378,Windows
12379,macOS
12380,Windows
12381,Windows
12382,Windows
12383,Windows
12384,Windows
12385,Windows
12386,Windows
12387,Windows
12388,Android
12389,Android
12390,Windows
12391,Windows
12392,Windows
12393,Android
12394,macOS
12395,Windows
12396,macOS
12397,Windows
12398,Windows
12399,Windows
12400,Android
12401,Windows
12402,iOS
12403,Windows
12404,Windows
12405,Windows
12406,Android
12407,Android
12408,Android
12409,iOS
12410,iOS
12411,iOS
12412,Windows
12413,Windows
12414,Android
12415,Windows
12416,Windows
12417,Windows
12418,macOS
12419,Android
12420,Windows
12421,macOS
12422,Windows
12423,Windows
12424,Windows
12425,Windows
12426,Windows
12427,Android
12428,macOS
12429,Windows
12430,Windows
12431,Android
12432,Windows
12433,Android
12434,Android
12435,Android
12436,Windows
12437,iOS
12438,macOS
12439,Android
12440,Windows
12441,Windows
12442,Windows
12443,Windows
12444,Windows
12445,Android
12446,Android
12447,Android
12448,Windows
12449,Windows
12450,Windows
12451,Windows
12452,Windows
12453,Windows
12454,iOS
12455,Windows
12456,Windows
12457,Android
12458,Windows
12459,Windows
12460,Windows
12461,Windows
12462,Android
12463,Windows
12464,Android
12465,Windows
12466,Windows
12467,Android
12468,macOS
12469,Android
12470,Windows
12471,Windows
12472,Windows
12473,Windows
12474,Android
12475,Windows
12476,Windows
12477,iOS
12478,Linux
12479,Windows
12480,macOS
12481,Windows
12482,Windows
12483,Windows
12484,Windows
12485,Android
12486,Windows
12487,macOS
12488,Windows
12489,Windows
12490,Android
12491,Windows
12492,Windows
12493,Windows
12494,Windows
12495,Android
12496,Windows
12497,Windows
12498,Android
12499,Android
12500,Windows
12501,Android
12502,Windows
12503,Windows
12504,Linux
12505,Android
12506,Windows
12507,Windows
12508,Windows
12509,Windows
12510,Linux
12511,Windows
12512,Windows
12513,Android
12514,Windows
12515,macOS
12516,Windows
12517,iOS
12518,Windows
12519,Android
12520,Windows
12521,Windows
12522,Windows
12523,macOS
12524,Windows
12525,Windows
12526,Windows
12527,Android
12528,Windows
12529,Windows
12530,Android
12531,Windows
12532,macOS
12533,Windows
12534,Android
12535,macOS
12536,Windows
12537,macOS
12538,Android
12539,Windows
12540,Windows
12541,Windows
12542,Windows
12543,iOS
12544,Android
12545,Linux
12546,Windows
12547,Android
12548,Windows
12549,Windows
12550,Windows
12551,macOS
12552,Windows
12553,Android
12554,Windows
12555,Android
12556,macOS
12557,Android
12558,iOS
12559,Windows
12560,Windows
12561,Windows
12562,Linux
12563,Windows
12564,Android
12565,Windows
12566,Android
12567,Windows
12568,Windows
12569,Windows
12570,Android
12571,Windows
12572,macOS
12573,Windows
12574,Windows
12575,Android
12576,macOS
12577,Windows
12578,macOS
12579,Linux
12580,Windows
12581,Linux
12582,macOS
12583,Windows
12584,Windows
12585,Windows
12586,Android
12587,Windows
12588,Linux
12589,Windows
12590,macOS
12591,macOS
12592,Android
12593,Android
12594,macOS
12595,Windows
12596,Windows
12597,Windows
12598,macOS
12599,Windows
12600,Windows
12601,Android
12602,Windows
12603,Android
12604,Windows
12605,Windows
12606,Android
12607,iOS
12608,Windows
12609,Windows
12610,Windows
12611,Windows
12612,Windows
12613,Windows
12614,Windows
12615,Android
12616,macOS
12617,macOS
12618,Linux
12619,Windows
12620,Android
12621,Windows
12622,Windows
12623,Windows
12624,Windows
12625,Android
12626,Windows
12627,Windows
12628,Android
12629,macOS
12630,Windows
12631,Android
12632,Android
12633,Windows
12634,Windows
12635,Windows
12636,Windows
12637,Linux
12638,Windows
12639,Windows
12640,Windows
12641,Android
12642,Windows
12643,macOS
12644,Windows
12645,Windows
12646,Windows
12647,Windows
12648,iOS
12649,Windows
12650,Windows
12651,Windows
12652,Android
12653,Windows
12654,Windows
12655,Windows
12656,Windows
12657,Windows
12658,Windows
12659,Windows
12660,Windows
12661,Windows
12662,Windows
12663,Android
12664,Windows
12665,Windows
12666,macOS
12667,macOS
12668,Windows
12669,macOS
12670,Android
12671,Android
12672,Windows
12673,Windows
12674,Android
12675,Android
12676,Android
12677,Windows
12678,Windows
12679,iOS
12680,Windows
12681,Windows
12682,Windows
12683,Windows
12684,Android
12685,Windows
12686,Android
12687,Android
12688,Windows
12689,Windows
12690,Android
12691,Windows
12692,Windows
12693,Linux
12694,Windows
12695,Windows
12696,Windows
12697,macOS
12698,Windows
12699,Windows
12700,Android
12701,Windows
12702,Windows
12703,iOS
12704,iOS
12705,macOS
12706,macOS
12707,macOS
12708,Android
12709,macOS
12710,iOS
12711,Windows
12712,Windows
12713,Windows
12714,Android
12715,Android
12716,Windows
12717,Windows
12718,Android
12719,Android
12720,Windows
12721,Linux
12722,Windows
12723,Android
12724,Windows
12725,macOS
12726,Android
12727,Windows
12728,Windows
12729,Windows
12730,Windows
12731,Windows
12732,Windows
12733,Windows
12734,Android
12735,iOS
12736,Windows
12737,Android
12738,Windows
12739,macOS
12740,Windows
12741,macOS
12742,Windows
12743,Android
12744,Android
12745,macOS
12746,Windows
12747,Windows
12748,Android
12749,Windows
12750,Windows
12751,Android
12752,Windows
12753,Windows
12754,Windows
12755,iOS
12756,Windows
12757,Android
12758,Windows
12759,Windows
12760,Windows
12761,macOS
12762,Windows
12763,Android
12764,Windows
12765,Windows
12766,Windows
12767,Windows
12768,iOS
12769,Android
12770,Windows
12771,Android
12772,Windows
12773,Android
12774,Windows
12775,Windows
12776,Windows
12777,Windows
12778,Windows
12779,macOS
12780,Android
12781,Windows
12782,Android
12783,Windows
12784,Windows
12785,Windows
12786,Windows
12787,Windows
12788,Android
12789,Windows
12790,Android
12791,Windows
12792,Android
12793,macOS
12794,Windows
12795,Windows
12796,Windows
12797,Windows
12798,Windows
12799,Android
12800,Android
12801,Windows
12802,Windows
12803,Windows
12804,Android
12805,Linux
12806,Windows
12807,Windows
12808,Windows
12809,Windows
12810,Windows
12811,Windows
12812,Linux
12813,Windows
12814,iOS
12815,Windows
12816,Windows
12817,Android
12818,Windows
12819,Android
12820,Windows
12821,Android
12822,Windows
12823,iOS
12824,Windows
12825,Windows
12826,Windows
12827,Windows
12828,Windows
12829,Windows
12830,iOS
12831,Windows
12832,Android
12833,Windows
12834,macOS
12835,Windows
12836,Windows
12837,Android
12838,Windows
12839,Windows
12840,iOS
12841,Windows
12842,Windows
12843,Windows
12844,Windows
12845,iOS
12846,macOS
12847,Windows
12848,Windows
12849,Android
12850,Windows
12851,Windows
12852,Windows
12853,Windows
12854,Windows
12855,Windows
12856,macOS
12857,Windows
12858,Windows
12859,Windows
12860,Windows
12861,macOS
12862,macOS
12863,Android
12864,Windows
12865,Windows
12866,Windows
12867,Windows
12868,iOS
12869,Android
12870,Android
12871,Windows
12872,macOS
12873,Android
12874,Windows
12875,macOS
12876,Windows
12877,Windows
12878,Windows
12879,Windows
12880,Windows
12881,Android
12882,Android
12883,iOS
12884,Windows
12885,Windows
12886,Android
12887,Android
12888,macOS
12889,Android
12890,Linux
12891,Windows
12892,Windows
12893,Android
12894,Android
12895,Windows
12896,macOS
12897,Windows
12898,Android
12899,Windows
12900,iOS
12901,iOS
12902,Windows
12903,Windows
12904,Android
12905,macOS
12906,macOS
12907,Windows
12908,Android
12909,Windows
12910,Windows
12911,iOS
12912,Windows
12913,Windows
12914,Windows
12915,Windows
12916,Windows
12917,Android
12918,macOS
12919,Android
12920,Windows
12921,Android
12922,Windows
12923,Windows
12924,Android
12925,macOS
12926,macOS
12927,Linux
12928,Windows
12929,Windows
12930,Windows
12931,macOS
12932,Android
12933,Android
12934,Windows
12935,Android
12936,Windows
12937,Android
12938,Windows
12939,Windows
12940,Android
12941,Windows
12942,iOS
12943,Android
12944,Windows
12945,macOS
12946,Linux
12947,Android
12948,Windows
12949,Android
12950,Windows
12951,macOS
12952,Windows
12953,Windows
12954,iOS
12955,Windows
12956,Windows
12957,iOS
12958,iOS
12959,Windows
12960,Android
12961,macOS
12962,Windows
12963,Android
12964,Android
12965,macOS
12966,Windows
12967,Windows
12968,macOS
12969,Android
12970,Windows
12971,Windows
12972,Windows
12973,Windows
12974,Windows
12975,Windows
12976,Android
12977,macOS
12978,Android
12979,Windows
12980,Android
12981,Android
12982,Windows
12983,Android
12984,Android
12985,iOS
12986,Windows
12987,Windows
12988,Windows
12989,Android
12990,Android
12991,Android
12992,macOS
12993,Windows
12994,Windows
12995,Windows
12996,Windows
12997,Windows
12998,Android
12999,Windows
13000,Windows
13001,iOS
13002,Windows
13003,Android
13004,Windows
13005,Windows
13006,Linux
13007,Windows
13008,Android
13009,Windows
13010,Windows
13011,Windows
13012,Android
13013,Windows
13014,Windows
13015,macOS
13016,Android
13017,Windows
13018,Windows
13019,Windows
13020,Windows
13021,Windows
13022,Windows
13023,macOS
13024,Windows
13025,Windows
13026,Windows
13027,Windows
13028,Windows
13029,Windows
13030,Windows
13031,Windows
13032,Android
13033,Windows
13034,Windows
13035,Windows
13036,Windows
13037,Android
13038,Windows
13039,Android
13040,iOS
13041,Android
13042,Windows
13043,Android
13044,Windows
13045,Android
13046,Android
13047,Windows
13048,Windows
13049,Android
13050,Windows
13051,Windows
13052,Windows
13053,Windows
13054,Android
13055,macOS
13056,Windows
13057,macOS
13058,Windows
13059,Android
13060,Windows
13061,Windows
13062,Windows
13063,Windows
13064,Windows
13065,Windows
13066,Linux
13067,macOS
13068,Windows
13069,Windows
13070,Android
13071,Android
13072,iOS
13073,Android
13074,Windows
13075,Android
13076,Windows
13077,Windows
13078,Android
13079,Android
13080,Android
13081,Windows
13082,Windows
13083,Android
13084,Android
13085,Windows
13086,Android
13087,Android
13088,Android
13089,Android
13090,Linux
13091,Windows
13092,macOS
13093,Windows
13094,Windows
13095,Windows
13096,Android
13097,Android
13098,Windows
13099,Windows
13100,Windows
13101,Android
13102,Windows
13103,iOS
13104,Windows
13105,Windows
13106,Android
13107,Windows
13108,Android
13109,Windows
13110,Windows
13111,Windows
13112,Windows
13113,Android
13114,Windows
13115,Android
13116,Windows
13117,Windows
13118,Android
13119,Windows
13120,Android
13121,Windows
13122,Android
13123,Windows
13124,Android
13125,Android
13126,Windows
13127,macOS
13128,Android
13129,Windows
13130,macOS
13131,Windows
13132,Android
13133,Windows
13134,Windows
13135,Windows
13136,macOS
13137,Windows
13138,Windows
13139,Windows
13140,Android
13141,Linux
13142,Windows
13143,Windows
13144,Android
13145,Windows
13146,Android
13147,iOS
13148,Windows
13149,Windows
13150,Android
13151,Windows
13152,Android
13153,Windows
13154,Windows
13155,Windows
13156,iOS
13157,Android
13158,macOS
13159,Linux
13160,Windows
13161,Android
13162,Windows
13163,Android
13164,Windows
13165,Windows
13166,Windows
13167,Windows
13168,Windows
13169,Windows
13170,Windows
13171,Android
13172,Android
13173,Android
13174,Windows
13175,Android
13176,Android
13177,Windows
13178,Android
13179,Windows
13180,macOS
13181,Android
13182,Windows
13183,Windows
13184,Windows
13185,Windows
13186,Android
13187,macOS
13188,Windows
13189,Android
13190,Windows
13191,macOS
13192,Android
13193,Windows
13194,Windows
13195,Windows
13196,iOS
13197,Windows
13198,Windows
13199,macOS
13200,iOS
13201,Windows
13202,Android
13203,Windows
13204,Windows
13205,Windows
13206,Android
13207,Windows
13208,Windows
13209,iOS
13210,Windows
13211,macOS
13212,Android
13213,Windows
13214,Windows
13215,Windows
13216,Windows
13217,Windows
13218,macOS
13219,Windows
13220,Windows
13221,Android
13222,Windows
13223,Android
13224,Windows
13225,macOS
13226,Android
13227,Android
13228,Android
13229,Windows
13230,Windows
13231,Windows
13232,Windows
13233,Windows
13234,Android
13235,Windows
13236,Windows
13237,Windows
13238,Android
13239,Windows
13240,Android
13241,Windows
13242,iOS
13243,Windows
13244,Windows
13245,Windows
13246,Android
13247,macOS
13248,Windows
13249,Android
13250,Windows
13251,Windows
13252,Windows
13253,Windows
13254,Windows
13255,Android
13256,Android
13257,Android
13258,Android
13259,Windows
13260,Windows
13261,Windows
13262,Android
13263,Android
13264,Windows
13265,macOS
13266,Windows
13267,Windows
13268,Windows
13269,Windows
13270,Windows
13271,Windows
13272,Windows
13273,Windows
13274,Windows
13275,Windows
13276,Windows
13277,Android
13278,Android
13279,Windows
13280,Windows
13281,Android
13282,Windows
13283,Windows
13284,Windows
13285,Windows
13286,Windows
13287,Windows
13288,macOS
13289,macOS
13290,macOS
13291,Windows
13292,Windows
13293,macOS
13294,Windows
13295,Windows
13296,Android
13297,Android
13298,macOS
13299,Windows
13300,Windows
13301,iOS
13302,Android
13303,Android
13304,macOS
13305,Windows
13306,Windows
13307,Android
13308,iOS
13309,Windows
13310,Windows
13311,Windows
13312,Windows
13313,Windows
13314,Android
13315,iOS
13316,Android
13317,Windows
13318,Windows
13319,Windows
13320,Windows
13321,macOS
13322,Windows
13323,iOS
13324,Windows
13325,Windows
13326,Windows
13327,Windows
13328,Windows
13329,Windows
13330,Windows
13331,Android
13332,Windows
13333,Android
13334,Windows
13335,Android
13336,Windows
13337,macOS
13338,Windows
13339,Android
13340,Windows
13341,Windows
13342,macOS
13343,Windows
13344,Windows
13345,iOS
13346,Windows
13347,Windows
13348,Windows
13349,Windows
13350,iOS
13351,Windows
13352,Android
13353,Windows
13354,Windows
13355,iOS
13356,Android
13357,Windows
13358,Windows
13359,Windows
13360,Linux
13361,Android
13362,Android
13363,Android
13364,Windows
13365,Windows
13366,Windows
13367,Android
13368,Android
13369,Android
13370,Windows
13371,Windows
13372,Android
13373,Windows
13374,Windows
13375,Android
13376,Windows
13377,Android
13378,macOS
13379,Android
13380,Windows
13381,Android
13382,Windows
13383,Windows
13384,Android
13385,Windows
13386,Android
13387,Android
13388,Windows
13389,macOS
13390,Windows
13391,Android
13392,Windows
13393,macOS
13394,Windows
13395,Windows
13396,Android
13397,Windows
13398,Windows
13399,Windows
13400,Windows
13401,Windows
13402,iOS
13403,Windows
13404,Android
13405,Windows
13406,Windows
13407,Windows
13408,Windows
13409,Windows
13410,Windows
13411,Android
13412,Windows
13413,Windows
13414,Android
13415,iOS
13416,Android
13417,Windows
13418,Windows
13419,Android
13420,Windows
13421,Windows
13422,iOS
13423,Windows
13424,Windows
13425,Android
13426,Windows
13427,Android
13428,Windows
13429,macOS
13430,Windows
13431,Android
13432,iOS
13433,Windows
13434,Windows
13435,Windows
13436,Windows
13437,Windows
13438,Linux
13439,macOS
13440,Windows
13441,Android
13442,Windows
13443,macOS
13444,Android
13445,Windows
13446,Windows
13447,Windows
13448,Android
13449,iOS
13450,macOS
13451,Android
13452,Windows
13453,Windows
13454,Windows
13455,Windows
13456,macOS
13457,Windows
13458,macOS
13459,Windows
13460,Windows
13461,Windows
13462,Android
13463,macOS
13464,Windows
13465,Windows
13466,Windows
13467,Android
13468,Android
13469,Windows
13470,Windows
13471,Windows
13472,Windows
13473,Windows
13474,Windows
13475,Windows
13476,Windows
13477,Windows
13478,Windows
13479,Windows
13480,Windows
13481,Android
13482,Android
13483,Windows
13484,Windows
13485,macOS
13486,macOS
13487,Windows
13488,Windows
13489,Windows
13490,Android
13491,Android
13492,Windows
13493,Android
13494,Android
13495,Android
13496,iOS
13497,Windows
13498,Android
13499,Windows
13500,Android
13501,Android
13502,Windows
13503,iOS
13504,Android
13505,Windows
13506,Windows
13507,Windows
13508,Linux
13509,Windows
13510,Windows
13511,Windows
13512,Windows
13513,Windows
13514,Windows
13515,Windows
13516,Android
13517,Windows
13518,macOS
13519,Windows
13520,Windows
13521,Android
13522,Android
13523,Android
13524,Linux
13525,Windows
13526,Windows
13527,Windows
13528,Windows
13529,Android
13530,Windows
13531,Windows
13532,Windows
13533,Android
13534,Windows
13535,iOS
13536,Windows
13537,Windows
13538,Windows
13539,macOS
13540,Windows
13541,Android
13542,iOS
13543,Windows
13544,Android
13545,Windows
13546,Android
13547,Windows
13548,Windows
13549,Android
13550,Windows
13551,macOS
13552,Android
13553,Android
13554,Windows
13555,Windows
13556,Windows
13557,Android
13558,Linux
13559,Windows
13560,Android
13561,iOS
13562,Windows
13563,Windows
13564,Android
13565,Android
13566,Windows
13567,macOS
13568,Windows
13569,Windows
13570,Windows
13571,Windows
13572,Android
13573,Windows
13574,Windows
13575,Android
13576,Windows
13577,Android
13578,Linux
13579,Android
13580,Windows
13581,Android
13582,Windows
13583,Windows
13584,Windows
13585,Android
13586,Windows
13587,Windows
13588,Android
13589,Android
13590,Android
13591,Windows
13592,macOS
13593,Windows
13594,macOS
13595,iOS
13596,Android
13597,Windows
13598,Windows
13599,Android
13600,Windows
13601,Windows
13602,Windows
13603,Android
13604,Windows
13605,Windows
13606,Windows
13607,macOS
13608,Windows
13609,Android
13610,Android
13611,Windows
13612,Windows
13613,macOS
13614,Windows
13615,Windows
13616,Windows
13617,Windows
13618,Android
13619,Windows
13620,Windows
13621,Android
13622,macOS
13623,Windows
13624,Windows
13625,Android
13626,Windows
13627,Windows
13628,Windows
13629,iOS
13630,iOS
13631,Windows
13632,Windows
13633,Android
13634,Android
13635,Windows
13636,Android
13637,Android
13638,Windows
13639,Windows
13640,Android
13641,iOS
13642,Windows
13643,macOS
13644,macOS
13645,Windows
13646,Windows
13647,Android
13648,Windows
13649,macOS
13650,Android
13651,Windows
13652,Windows
13653,Windows
13654,Windows
13655,Windows
13656,Windows
13657,Windows
13658,Android
13659,Android
13660,Android
13661,Windows
13662,Windows
13663,Linux
13664,Windows
13665,Windows
13666,Android
13667,Windows
13668,Android
13669,Android
13670,macOS
13671,Windows
13672,Linux
13673,Windows
13674,Windows
13675,Windows
13676,Android
13677,Windows
13678,Windows
13679,Windows
13680,Android
13681,Windows
13682,Windows
13683,Windows
13684,Windows
13685,macOS
13686,iOS
13687,Windows
13688,Android
13689,Windows
13690,Windows
13691,Android
13692,Windows
13693,Windows
13694,Windows
13695,Android
13696,Windows
13697,Windows
13698,Windows
13699,Android
13700,Android
13701,Windows
13702,Windows
13703,Windows
13704,Android
13705,Linux
13706,Android
13707,Android
13708,Windows
13709,Windows
13710,Windows
13711,Windows
13712,macOS
13713,Windows
13714,Windows
13715,Windows
13716,Windows
13717,Windows
13718,Windows
13719,Windows
13720,Linux
13721,Windows
13722,Android
13723,Android
13724,Android
13725,Windows
13726,Windows
13727,Windows
13728,iOS
13729,Windows
13730,Windows
13731,Windows
13732,Android
13733,Windows
13734,iOS
13735,Android
13736,Android
13737,Android
13738,Android
13739,Windows
13740,Windows
13741,Windows
13742,Windows
13743,Android
13744,Android
13745,Linux
13746,Windows
13747,Windows
13748,macOS
13749,Windows
13750,Windows
13751,Windows
13752,Windows
13753,macOS
13754,Android
13755,Windows
13756,Windows
13757,Windows
13758,Windows
13759,Windows
13760,Windows
13761,macOS
13762,Windows
13763,Windows
13764,Android
13765,Android
13766,Windows
13767,Android
13768,Android
13769,Windows
13770,Android
13771,Android
13772,Android
13773,Windows
13774,Windows
13775,Windows
13776,Android
13777,macOS
13778,Windows
13779,Windows
13780,macOS
13781,Windows
13782,Windows
13783,Windows
13784,Windows
13785,Android
13786,Windows
13787,Windows
13788,Windows
13789,Android
13790,Windows
13791,Android
13792,Windows
13793,Windows
13794,Windows
13795,Android
13796,Windows
13797,iOS
13798,macOS
13799,Android
13800,Android
13801,iOS
13802,Android
13803,macOS
13804,Android
13805,Windows
13806,Windows
13807,Android
13808,Android
13809,Android
13810,Windows
13811,Windows
13812,Windows
13813,Windows
13814,Windows
13815,Android
13816,Windows
