client_id,birth_date,sex,region,city,lat,lon,city_id,home_ip
1019,1971-12-16,female,Башкортостан,Стерлитамак,53.6302498,55.9315707,14,2.60.3.198
1020,2002-05-04,female,Татарстан,Казань,55.7943877,49.1115312,72,2.60.3.199
1021,2002-07-30,male,Мордовия,Саранск,54.1807601,45.1862263,2,2.60.3.200
1022,1965-07-17,male,Томская,Томск,56.4847036,84.9481737,31,2.60.3.201
1023,1963-12-22,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.202
1024,1981-03-23,male,Ханты-Мансийский Автономный округ - Югра,Сургут,61.2539773,73.3961726,25,2.60.3.203
1025,1989-07-02,male,Ульяновская,Ульяновск,54.3080674,48.3748717,15,2.60.3.204
1026,2004-08-05,male,Калужская,Калуга,54.5060439,36.2515933,57,2.60.3.205
1027,1965-10-29,female,Москва,Москва,55.7538789,37.6203735,1,2.60.3.206
1028,1959-09-26,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.207
1029,1979-03-10,female,Москва,Москва,55.7538789,37.6203735,1,2.60.3.208
1030,1972-10-04,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.209
1031,1993-12-05,female,Мордовия,Саранск,54.1807601,45.1862263,2,2.60.3.210
1032,1963-10-24,female,Москва,Москва,55.7538789,37.6203735,1,2.60.3.211
1033,1962-10-08,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.212
1034,1999-11-05,female,Челябинская,Челябинск,55.1603659,61.4007858,52,2.60.3.213
1035,1996-03-21,female,Краснодарский,Сочи,43.5855829,39.7231419,13,2.60.3.214
1036,2001-11-30,male,Краснодарский,Сочи,43.5855829,39.7231419,13,2.60.3.215
1037,1990-10-26,female,Москва,Москва,55.7538789,37.6203735,1,2.60.3.216
1038,1986-09-17,female,Иркутская,Иркутск,52.2863513,104.280655,69,2.60.3.217
1039,2005-10-05,female,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.3.218
1040,1985-06-11,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.219
1041,1986-06-29,male,Татарстан,Казань,55.7943877,49.1115312,72,2.60.3.220
1042,1991-09-19,female,Свердловская,Нижний Тагил,57.9101038,59.9813242,17,2.60.3.221
1043,1988-11-09,male,Свердловская,Нижний Тагил,57.9101038,59.9813242,17,2.60.3.222
1044,1996-09-06,female,Кемеровская,Новокузнецк,53.7942757,87.2144046,9,2.60.3.223
1045,1972-12-17,female,Хабаровский,Хабаровск,48.4647991,135.0598811,60,2.60.3.224
1046,2000-08-17,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.225
1047,1988-07-04,female,Ярославская,Ярославль,57.6216145,39.897878,16,2.60.3.226
1048,1999-09-27,female,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.3.227
1049,1967-11-05,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.228
1050,1996-06-24,female,Брянская,Брянск,53.2420071,34.3652716,27,2.60.3.229
1051,1996-08-19,female,Оренбургская,Оренбург,51.7875191,55.1017379,73,2.60.3.230
1052,1989-03-05,male,Крым,Симферополь,44.9482645,34.100117,56,2.60.3.231
1053,1983-05-28,female,Крым,Симферополь,44.9482645,34.100117,56,2.60.3.232
1054,1949-08-14,male,Чувашская Республика,Чебоксары,56.1439378,47.2488718,63,2.60.3.233
1055,1944-05-10,male,Вологодская,Череповец,59.1269214,37.9092243,4,2.60.3.234
1056,1988-06-12,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.235
1057,1964-02-15,male,Челябинская,Челябинск,55.1603659,61.4007858,52,2.60.3.236
1058,2000-07-25,female,Кемеровская,Новокузнецк,53.7942757,87.2144046,9,2.60.3.237
1059,1985-05-28,male,Орловская,Орёл,52.9672573,36.0696479,26,2.60.3.238
1060,1982-12-11,female,Орловская,Орёл,52.9672573,36.0696479,26,2.60.3.239
1062,2000-01-02,male,Ярославская,Ярославль,57.6216145,39.897878,16,2.60.3.240
1063,2001-06-06,female,Ярославская,Ярославль,57.6216145,39.897878,16,2.60.3.241
1064,1976-01-28,female,Москва,Москва,55.7538789,37.6203735,1,2.60.3.242
1065,1982-11-20,male,Мордовия,Саранск,54.1807601,45.1862263,2,2.60.3.243
1066,1965-10-12,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.244
1067,1977-05-08,male,Москва,Москва,55.7538789,37.6203735,1,2.60.3.245
1068,1951-10-14,female,Краснодарский,Сочи,43.5855829,39.7231419,13,2.60.3.246
1069,1963-02-15,female,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.3.247
1070,1963-11-26,male,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.3.248
1071,1950-01-19,male,Ивановская,Иваново,56.9994677,40.9728231,43,2.60.3.249
1072,1991-12-02,female,Хабаровский,Хабаровск,48.4647991,135.0598811,60,2.60.3.250
1073,1949-04-04,male,Чеченская,Грозный,43.3179243,45.6981102,34,2.60.3.251
1074,1953-08-19,female,Чеченская,Грозный,43.3179243,45.6981102,34,2.60.3.252
1075,1959-05-29,female,Ростовская,Таганрог,47.2094907,38.935154,65,2.60.3.253
1076,2004-05-04,female,Тульская,Тула,54.192017,37.6153885,53,2.60.3.254
1077,1945-06-17,male,Омская,Омск,54.9848136,73.3674638,46,2.60.3.255
1078,2003-12-09,female,Марий Эл,Йошкар-Ола,56.6343763,47.8998445,24,2.60.4.0
1079,1986-07-09,male,Удмуртская,Ижевск,56.8527444,53.2113961,3,2.60.4.1
1080,1975-09-30,female,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.2
1081,1995-12-10,male,Мурманская,Мурманск,69.0076958,33.0686019,71,2.60.4.3
1082,1992-02-17,male,Кемеровская,Новокузнецк,53.7942757,87.2144046,9,2.60.4.4
1083,1962-12-09,male,Кемеровская,Кемерово,55.3909721,86.0467864,48,2.60.4.5
1084,1969-04-03,female,Кемеровская,Кемерово,55.3909721,86.0467864,48,2.60.4.6
1085,1957-12-13,female,Хабаровский,Хабаровск,48.4647991,135.0598811,60,2.60.4.7
1086,1998-04-28,male,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.8
1087,2003-07-24,female,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.9
1088,1994-08-17,female,Алтайский,Барнаул,53.3481145,83.7798362,47,2.60.4.10
1089,1964-12-02,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.11
1090,1964-06-13,female,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.12
1091,1965-06-21,female,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.13
1092,1987-07-14,female,Саха /Якутия/,Якутск,62.0280273,129.7325717,41,2.60.4.14
1093,2001-07-22,female,Татарстан,Набережные Челны,55.7436475,52.3958739,62,2.60.4.15
1094,1985-09-28,female,Вологодская,Вологда,59.2484186,39.8356461,30,2.60.4.16
1095,1979-02-10,male,Вологодская,Вологда,59.2484186,39.8356461,30,2.60.4.17
1096,1951-02-25,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.18
1097,1955-08-27,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.19
1098,1973-09-04,female,Хабаровский,Хабаровск,48.4647991,135.0598811,60,2.60.4.20
1099,2004-11-14,female,Ростовская,Таганрог,47.2094907,38.935154,65,2.60.4.21
1100,1976-06-27,male,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.22
1101,1971-06-16,male,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.23
1102,1960-01-23,male,Татарстан,Казань,55.7943877,49.1115312,72,2.60.4.24
1103,1976-08-11,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.25
1104,1980-02-03,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.26
1105,1966-12-28,male,Крым,Симферополь,44.9482645,34.100117,56,2.60.4.27
1106,1965-02-18,female,Крым,Симферополь,44.9482645,34.100117,56,2.60.4.28
1107,1986-04-20,male,Хабаровский,Хабаровск,48.4647991,135.0598811,60,2.60.4.29
1108,1980-12-15,female,Татарстан,Набережные Челны,55.7436475,52.3958739,62,2.60.4.30
1109,1956-08-25,female,Ханты-Мансийский Автономный округ - Югра,Нижневартовск,60.9397379,76.5696206,58,2.60.4.31
1110,1953-03-18,female,Белгородская,Белгород,50.5977351,36.5858236,10,2.60.4.32
1111,2004-05-28,male,Тверская,Тверь,56.8585396,35.9117898,61,2.60.4.33
1112,1955-07-19,female,Краснодарский,Сочи,43.5855829,39.7231419,13,2.60.4.34
1113,2001-08-14,male,Бурятия,Улан-Удэ,51.8334378,107.5841511,11,2.60.4.35
1114,2005-06-12,male,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.36
1115,1945-08-18,female,Пермский,Пермь,58.0103211,56.2341778,36,2.60.4.37
1116,1998-04-13,female,Иркутская,Иркутск,52.2863513,104.280655,69,2.60.4.38
1117,2001-10-26,female,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.39
1118,1994-10-28,male,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.40
1119,2004-12-29,female,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.41
1120,1998-10-15,female,Саха /Якутия/,Якутск,62.0280273,129.7325717,41,2.60.4.42
1121,1964-02-24,male,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.43
1122,1946-02-12,male,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.44
1123,1947-08-20,female,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.45
1124,1953-04-06,male,Липецкая,Липецк,52.6103027,39.5946266,21,2.60.4.46
1125,1959-03-24,female,Кемеровская,Новокузнецк,53.7942757,87.2144046,9,2.60.4.47
1126,1960-10-16,male,Кемеровская,Новокузнецк,53.7942757,87.2144046,9,2.60.4.48
1127,1999-11-06,male,Владимирская,Владимир,56.1281561,40.4082995,23,2.60.4.49
1128,1955-07-10,male,Хабаровский,Комсомольск-на-Амуре,50.550011,137.0079286,7,2.60.4.50
1129,1956-09-17,male,Ивановская,Иваново,56.9994677,40.9728231,43,2.60.4.51
1130,1965-11-20,female,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.52
1131,1972-10-21,female,Самарская,Тольятти,53.5206438,49.389461,55,2.60.4.53
1132,1973-03-15,male,Самарская,Тольятти,53.5206438,49.389461,55,2.60.4.54
1133,1983-09-09,female,Северная Осетия - Алания,Владикавказ,43.0205039,44.6819383,37,2.60.4.55
1134,1984-09-24,male,Северная Осетия - Алания,Владикавказ,43.0205039,44.6819383,37,2.60.4.56
1135,1977-07-15,male,Башкортостан,Уфа,54.734853,55.9578647,8,2.60.4.57
1136,2001-09-12,female,Кемеровская,Новокузнецк,53.7942757,87.2144046,9,2.60.4.58
1137,2002-02-27,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.59
1138,1995-09-24,female,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.60
1139,1998-09-16,male,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.61
1140,1971-02-18,male,Рязанская,Рязань,54.625457,39.7359992,18,2.60.4.62
1141,1966-04-16,female,Липецкая,Липецк,52.6103027,39.5946266,21,2.60.4.63
1142,1971-11-13,female,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.64
1143,1971-05-09,male,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.65
1145,1993-09-08,female,Ханты-Мансийский Автономный округ - Югра,Нижневартовск,60.9397379,76.5696206,58,2.60.4.66
1146,1990-11-08,male,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.67
1147,1955-05-06,male,Удмуртская,Ижевск,56.8527444,53.2113961,3,2.60.4.68
1148,1966-05-09,male,Саха /Якутия/,Якутск,62.0280273,129.7325717,41,2.60.4.69
1149,2001-09-19,female,Башкортостан,Стерлитамак,53.6302498,55.9315707,14,2.60.4.70
1150,1970-06-18,female,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.71
1151,1998-02-28,male,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.72
1152,2006-03-06,male,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.73
1153,2005-11-09,female,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.74
1154,1949-01-24,male,Татарстан,Казань,55.7943877,49.1115312,72,2.60.4.75
1155,1947-07-04,female,Татарстан,Казань,55.7943877,49.1115312,72,2.60.4.76
1156,1958-11-05,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.77
1157,1983-12-24,female,Вологодская,Череповец,59.1269214,37.9092243,4,2.60.4.78
1158,1979-08-15,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.79
1159,1969-01-27,male,Нижегородская,Нижний Новгород,56.3242093,44.0053948,64,2.60.4.80
1160,1963-07-22,female,Нижегородская,Нижний Новгород,56.3242093,44.0053948,64,2.60.4.81
1161,1998-05-19,male,Хабаровский,Комсомольск-на-Амуре,50.550011,137.0079286,7,2.60.4.82
1162,2000-02-13,female,Орловская,Орёл,52.9672573,36.0696479,26,2.60.4.83
1163,1989-08-22,male,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.84
1164,1984-09-07,female,Ульяновская,Ульяновск,54.3080674,48.3748717,15,2.60.4.85
1165,1967-09-26,female,Ульяновская,Ульяновск,54.3080674,48.3748717,15,2.60.4.86
1166,1984-06-20,male,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.87
1167,1979-03-11,female,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.88
1168,2003-05-25,male,Красноярский,Красноярск,56.009466,92.8524162,19,2.60.4.89
1169,1966-01-18,female,Рязанская,Рязань,54.625457,39.7359992,18,2.60.4.90
1170,2002-04-22,male,Карелия,Петрозаводск,61.78909,34.3596263,12,2.60.4.91
1171,1999-03-22,female,Омская,Омск,54.9848136,73.3674638,46,2.60.4.92
1172,1948-06-06,female,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.93
1173,1947-05-27,male,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.94
1174,1995-03-07,female,Архангельская,Архангельск,64.5392985,40.5170083,29,2.60.4.95
1175,1950-10-19,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.96
1176,1943-08-25,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.97
1177,1964-06-14,female,Волгоградская,Волжский,48.7978483,44.7462417,77,2.60.4.98
1178,1996-09-27,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.99
1179,1955-09-29,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.100
1180,1969-09-30,male,Липецкая,Липецк,52.6103027,39.5946266,21,2.60.4.101
1181,1964-11-05,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.102
1182,1971-10-10,female,Воронежская,Воронеж,51.6592378,39.1968284,66,2.60.4.103
1183,1967-11-23,male,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.104
1186,1972-07-29,female,Мордовия,Саранск,54.1807601,45.1862263,2,2.60.4.105
1187,1986-08-31,female,Курская,Курск,51.7303391,36.1926448,32,2.60.4.106
1188,1993-09-13,male,Курская,Курск,51.7303391,36.1926448,32,2.60.4.107
1189,1957-02-08,female,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.108
1190,2001-04-06,female,Ульяновская,Ульяновск,54.3080674,48.3748717,15,2.60.4.109
1191,2002-05-27,male,Ульяновская,Ульяновск,54.3080674,48.3748717,15,2.60.4.110
1192,1949-12-26,female,Белгородская,Белгород,50.5977351,36.5858236,10,2.60.4.111
1193,1951-01-23,male,Красноярский,Красноярск,56.009466,92.8524162,19,2.60.4.112
1194,1964-06-07,female,Свердловская,Нижний Тагил,57.9101038,59.9813242,17,2.60.4.113
1195,1964-01-16,female,Смоленская,Смоленск,54.7867168,31.8153366,39,2.60.4.114
1196,1968-04-09,male,Забайкальский,Чита,52.0340128,113.4994884,22,2.60.4.115
1197,1991-09-26,female,Севастополь,Севастополь,44.6167334,33.5253552,6,2.60.4.116
1198,2000-02-11,female,Татарстан,Казань,55.7943877,49.1115312,72,2.60.4.117
1199,2001-10-18,female,Нижегородская,Нижний Новгород,56.3242093,44.0053948,64,2.60.4.118
1200,1956-11-10,female,Алтайский,Барнаул,53.3481145,83.7798362,47,2.60.4.119
1201,1970-09-04,male,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.120
1202,2005-10-05,female,Алтайский,Барнаул,53.3481145,83.7798362,47,2.60.4.121
1204,1999-11-03,female,Волгоградская,Волжский,48.7978483,44.7462417,77,2.60.4.122
1206,1982-06-15,male,Приморский,Владивосток,43.1163807,131.882348,50,2.60.4.123
1207,1964-09-10,female,Челябинская,Магнитогорск,53.4071891,58.9791432,28,2.60.4.124
1208,2000-08-25,female,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.125
1209,1982-04-03,female,Пермский,Пермь,58.0103211,56.2341778,36,2.60.4.126
1210,1986-10-06,male,Севастополь,Севастополь,44.6167334,33.5253552,6,2.60.4.127
1211,2003-07-08,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.128
1212,1952-09-12,female,Краснодарский,Сочи,43.5855829,39.7231419,13,2.60.4.129
1213,1991-04-22,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.130
1214,1965-11-09,male,Тверская,Тверь,56.8585396,35.9117898,61,2.60.4.131
1215,1969-04-30,male,Курганская,Курган,55.4443448,65.3161339,45,2.60.4.132
1216,1970-06-06,female,Ростовская,Таганрог,47.2094907,38.935154,65,2.60.4.133
1217,1962-04-11,male,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.134
1218,2005-05-21,male,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.135
1219,1969-07-25,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.136
1220,1978-12-10,female,Пензенская,Пенза,53.1753884,45.0347408,40,2.60.4.137
1221,1998-05-12,female,Башкортостан,Стерлитамак,53.6302498,55.9315707,14,2.60.4.138
1222,1964-11-23,female,Хабаровский,Комсомольск-на-Амуре,50.550011,137.0079286,7,2.60.4.139
1223,1980-08-06,female,Башкортостан,Стерлитамак,53.6302498,55.9315707,14,2.60.4.140
1224,1963-05-06,male,Крым,Симферополь,44.9482645,34.100117,56,2.60.4.141
1225,1971-08-15,male,Астраханская,Астрахань,46.3655808,48.0559979,42,2.60.4.142
1226,1976-04-07,female,Волгоградская,Волгоград,48.7072005,44.5170207,33,2.60.4.143
1227,1980-09-25,male,Волгоградская,Волгоград,48.7072005,44.5170207,33,2.60.4.144
1228,1974-08-22,female,Липецкая,Липецк,52.6103027,39.5946266,21,2.60.4.145
1229,1996-01-27,male,Красноярский,Красноярск,56.009466,92.8524162,19,2.60.4.146
1231,1990-09-21,female,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.147
1232,1984-04-06,male,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.148
1233,1967-10-16,male,Самарская,Самара,53.1951657,50.1067691,68,2.60.4.149
1234,2000-01-09,male,Владимирская,Владимир,56.1281561,40.4082995,23,2.60.4.150
1235,2004-07-05,female,Владимирская,Владимир,56.1281561,40.4082995,23,2.60.4.151
1236,1992-04-21,female,Орловская,Орёл,52.9672573,36.0696479,26,2.60.4.152
1237,1948-10-31,male,Калужская,Калуга,54.5060439,36.2515933,57,2.60.4.153
1238,1960-08-25,male,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.154
1239,2001-09-03,female,Бурятия,Улан-Удэ,51.8334378,107.5841511,11,2.60.4.155
1240,2001-08-18,female,Курская,Курск,51.7303391,36.1926448,32,2.60.4.156
1241,1967-12-11,female,Оренбургская,Оренбург,51.7875191,55.1017379,73,2.60.4.157
1242,1969-08-15,female,Оренбургская,Оренбург,51.7875191,55.1017379,73,2.60.4.158
1243,1999-09-29,female,Бурятия,Улан-Удэ,51.8334378,107.5841511,11,2.60.4.159
1244,1989-04-26,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.160
1245,2004-08-06,male,Нижегородская,Нижний Новгород,56.3242093,44.0053948,64,2.60.4.161
1246,1987-11-13,male,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.162
1247,1994-10-03,female,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.163
1248,1996-06-17,male,Красноярский,Красноярск,56.009466,92.8524162,19,2.60.4.164
1250,1977-07-26,female,Ивановская,Иваново,56.9994677,40.9728231,43,2.60.4.165
1251,1984-05-23,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.166
1252,1978-08-13,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.167
1253,1992-08-21,female,Башкортостан,Стерлитамак,53.6302498,55.9315707,14,2.60.4.168
1254,1964-08-24,female,Удмуртская,Ижевск,56.8527444,53.2113961,3,2.60.4.169
1255,1991-08-01,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.170
1256,1980-11-06,female,Омская,Омск,54.9848136,73.3674638,46,2.60.4.171
1257,1953-08-26,female,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.172
1258,1949-09-14,male,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.173
1259,1991-09-23,male,Рязанская,Рязань,54.625457,39.7359992,18,2.60.4.174
1260,1969-12-28,female,Калужская,Калуга,54.5060439,36.2515933,57,2.60.4.175
1261,1976-09-21,male,Калужская,Калуга,54.5060439,36.2515933,57,2.60.4.176
1262,1977-03-28,male,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.177
1263,1984-02-19,female,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.178
1264,2001-09-27,female,Тверская,Тверь,56.8585396,35.9117898,61,2.60.4.179
1265,1983-12-15,female,Калужская,Калуга,54.5060439,36.2515933,57,2.60.4.180
1266,1977-11-18,female,Мурманская,Мурманск,69.0076958,33.0686019,71,2.60.4.181
1267,1979-02-05,female,Архангельская,Архангельск,64.5392985,40.5170083,29,2.60.4.182
1268,1974-03-24,male,Архангельская,Архангельск,64.5392985,40.5170083,29,2.60.4.183
1269,1973-12-25,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.184
1270,1955-05-10,male,Краснодарский,Сочи,43.5855829,39.7231419,13,2.60.4.185
1271,1960-11-22,male,Алтайский,Барнаул,53.3481145,83.7798362,47,2.60.4.186
1272,1969-04-09,male,Башкортостан,Уфа,54.734853,55.9578647,8,2.60.4.187
1273,2003-06-09,male,Севастополь,Севастополь,44.6167334,33.5253552,6,2.60.4.188
1274,2001-01-18,male,Ставропольский,Ставрополь,45.0445439,41.9690168,44,2.60.4.189
1275,1976-10-03,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.190
1276,1967-04-20,female,Самарская,Самара,53.1951657,50.1067691,68,2.60.4.191
1277,1956-03-31,male,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.192
1278,2003-09-06,male,Татарстан,Казань,55.7943877,49.1115312,72,2.60.4.193
1279,1981-07-05,male,Ярославская,Ярославль,57.6216145,39.897878,16,2.60.4.194
1280,1977-05-02,male,Чеченская,Грозный,43.3179243,45.6981102,34,2.60.4.195
1281,1974-12-22,female,Чеченская,Грозный,43.3179243,45.6981102,34,2.60.4.196
1282,1961-11-21,male,Челябинская,Челябинск,55.1603659,61.4007858,52,2.60.4.197
1283,1964-02-03,female,Воронежская,Воронеж,51.6592378,39.1968284,66,2.60.4.198
1284,1968-07-28,male,Воронежская,Воронеж,51.6592378,39.1968284,66,2.60.4.199
1285,1964-11-19,male,Татарстан,Набережные Челны,55.7436475,52.3958739,62,2.60.4.200
1286,1975-03-07,female,Челябинская,Челябинск,55.1603659,61.4007858,52,2.60.4.201
1287,1969-08-03,female,Ростовская,Таганрог,47.2094907,38.935154,65,2.60.4.202
1288,1997-05-14,male,Оренбургская,Оренбург,51.7875191,55.1017379,73,2.60.4.203
1289,1971-09-12,male,Краснодарский,Краснодар,45.040235,38.9760801,59,2.60.4.204
1290,2001-01-22,male,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.205
1291,1989-04-12,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.206
1292,2002-04-22,male,Башкортостан,Стерлитамак,53.6302498,55.9315707,14,2.60.4.207
1293,1952-01-23,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.208
1294,1955-05-23,female,Москва,Москва,55.7538789,37.6203735,1,2.60.4.209
1295,1969-02-02,female,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.210
1296,1984-07-25,female,Самарская,Тольятти,53.5206438,49.389461,55,2.60.4.211
1297,1943-01-22,female,Нижегородская,Нижний Новгород,56.3242093,44.0053948,64,2.60.4.212
1298,1946-03-09,male,Нижегородская,Нижний Новгород,56.3242093,44.0053948,64,2.60.4.213
1299,1945-10-10,female,Мордовия,Саранск,54.1807601,45.1862263,2,2.60.4.214
1300,2004-10-20,male,Курганская,Курган,55.4443448,65.3161339,45,2.60.4.215
1303,1965-08-10,female,Астраханская,Астрахань,46.3655808,48.0559979,42,2.60.4.216
1304,1961-07-22,male,Северная Осетия - Алания,Владикавказ,43.0205039,44.6819383,37,2.60.4.217
1305,1970-04-22,female,Самарская,Тольятти,53.5206438,49.389461,55,2.60.4.218
1306,1947-10-02,female,Курская,Курск,51.7303391,36.1926448,32,2.60.4.219
1307,1978-04-02,male,Санкт-Петербург,Санкт-Петербург,59.939125,30.3158225,74,2.60.4.220
1308,1979-02-12,male,Иркутская,Иркутск,52.2863513,104.280655,69,2.60.4.221
1309,2000-06-10,male,Москва,Москва,55.7538789,37.6203735,1,2.60.4.222
1310,2002-09-18,female,Саха /Якутия/,Якутск,62.0280273,129.7325717,41,2.60.4.223
1311,1981-12-12,female,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.224
1312,1960-03-27,female,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.225
1313,1995-11-14,male,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.226
1314,2000-06-02,female,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.227
1315,1948-02-20,male,Чеченская,Грозный,43.3179243,45.6981102,34,2.60.4.228
1316,1971-11-07,female,Костромская,Кострома,57.8029445,40.9907282,67,2.60.4.229
1317,1970-05-12,male,Костромская,Кострома,57.8029445,40.9907282,67,2.60.4.230
1318,1956-03-03,male,Алтайский,Барнаул,53.3481145,83.7798362,47,2.60.4.231
1321,2002-11-03,female,Кировская,Киров,58.6035313,49.6679219,35,2.60.4.232
1322,1970-09-16,female,Вологодская,Череповец,59.1269214,37.9092243,4,2.60.4.233
1323,1968-12-30,male,Новосибирская,Новосибирск,55.0281016,82.9210575,70,2.60.4.234
1324,1981-08-01,female,Воронежская,Воронеж,51.6592378,39.1968284,66,2.60.4.235
1325,1970-09-13,male,Смоленская,Смоленск,54.7867168,31.8153366,39,2.60.4.236
1326,1981-05-06,female,Самарская,Тольятти,53.5206438,49.389461,55,2.60.4.237
1327,1988-12-24,female,Иркутская,Братск,56.1513951,101.6339892,20,2.60.4.238
1328,1962-05-30,female,Астраханская,Астрахань,46.3655808,48.0559979,42,2.60.4.239
1329,1943-02-10,male,Орловская,Орёл,52.9672573,36.0696479,26,2.60.4.240
1330,1993-09-11,male,Воронежская,Воронеж,51.6592378,39.1968284,66,2.60.4.241
1331,1988-11-17,male,Свердловская,Екатеринбург,56.8386326,60.6054887,54,2.60.4.242
1332,1982-11-21,female,Ростовская,Ростов-на-Дону,47.2224364,39.7187866,5,2.60.4.243
1333,1974-04-14,male,Кемеровская,Кемерово,55.3909721,86.0467864,48,2.60.4.244
