client_id,district_id,birth_date,sex
1120,41,1973-10-21,female
1121,59,1939-03-02,male
1122,20,1921-02-18,male
1123,20,1922-08-26,female
1124,21,1928-04-12,male
1125,9,1934-03-30,female
1126,9,1935-10-23,male
1127,23,1974-11-12,male
1128,7,1930-07-16,male
1129,43,1931-09-24,male
1130,70,1940-11-26,female
1131,55,1947-10-28,female
1132,55,1948-03-21,male
1133,37,1958-09-15,female
1134,37,1959-10-01,male
1135,8,1952-07-21,male
1136,9,1976-09-18,female
1137,1,1977-03-05,female
1138,70,1970-09-30,female
1139,70,1973-09-22,male
1140,18,1946-02-24,male
1141,21,1941-04-22,female
1142,59,1946-11-19,female
1143,59,1946-05-15,male
1145,58,1968-09-14,female
1146,54,1965-11-14,male
1147,3,1930-05-12,male
1148,41,1941-05-15,male
1149,14,1976-09-25,female
1150,74,1945-06-24,female
1151,59,1973-03-06,male
1152,74,1981-03-12,male
1153,70,1980-11-15,female
1154,72,1924-01-31,male
1155,72,1922-07-10,female
1156,1,1933-11-11,female
1157,4,1958-12-30,female
1158,1,1954-08-21,female
1159,64,1944-02-03,male
1160,64,1938-07-28,female
1161,7,1973-05-25,male
1162,26,1975-02-19,female
1163,20,1964-08-28,male
1164,15,1959-09-14,female
1165,15,1942-10-02,female
1166,74,1959-06-27,male
1167,74,1954-03-17,female
1168,19,1978-05-31,male
1169,18,1941-01-24,female
1170,12,1977-04-28,male
1171,46,1974-03-28,female
1172,54,1923-06-13,female
1173,54,1922-06-02,male
1174,29,1970-03-13,female
1175,1,1925-10-25,male
1176,1,1918-08-31,female
1177,77,1939-06-21,female
1178,1,1971-10-04,female
1179,1,1930-10-05,female
1180,21,1944-10-06,male
1181,1,1939-11-12,male
1182,66,1946-10-16,female
1183,54,1942-11-29,male
1186,2,1947-08-05,female
1187,32,1961-09-06,female
1188,32,1968-09-19,male
1189,74,1932-02-15,female
1190,15,1976-04-12,female
1191,15,1977-06-02,male
1192,10,1925-01-01,female
1193,19,1926-01-29,male
1194,17,1939-06-14,female
1195,39,1939-01-22,female
1196,22,1943-04-16,male
1197,6,1966-10-02,female
1198,72,1975-02-17,female
1199,64,1976-10-24,female
1200,47,1931-11-17,female
1201,54,1945-09-10,male
1202,47,1980-10-11,female
1204,77,1974-11-09,female
1206,50,1957-06-21,male
1207,28,1939-09-17,female
1208,70,1975-09-01,female
1209,36,1957-04-09,female
1210,6,1961-10-12,male
1211,1,1978-07-14,male
1212,13,1927-09-19,female
1213,1,1966-04-28,male
1214,61,1940-11-15,male
1215,45,1944-05-06,male
1216,65,1945-06-12,female
1217,59,1937-04-17,male
1218,74,1980-05-27,male
1219,1,1944-07-31,male
1220,40,1953-12-16,female
1221,14,1973-05-18,female
1222,7,1939-11-30,female
1223,14,1955-08-13,female
1224,56,1938-05-12,male
1225,42,1946-08-21,male
1226,33,1951-04-14,female
1227,33,1955-10-02,male
1228,21,1949-08-28,female
1229,19,1971-02-02,male
1231,20,1965-09-27,female
1232,20,1959-04-13,male
1233,68,1942-10-22,male
1234,23,1975-01-15,male
1235,23,1979-07-12,female
1236,26,1967-04-28,female
1237,57,1923-11-07,male
1238,74,1935-09-01,male
1239,11,1976-09-09,female
1240,32,1976-08-24,female
1241,73,1942-12-17,female
1242,73,1944-08-21,female
1243,11,1974-10-05,female
1244,1,1964-05-02,male
1245,64,1979-08-13,male
1246,70,1962-11-19,male
1247,70,1969-10-09,female
1248,19,1971-06-24,male
1250,43,1952-08-01,female
1251,1,1959-05-30,male
1252,1,1953-08-19,female
1253,14,1967-08-28,female
1254,3,1939-08-31,female
1255,1,1966-08-07,female
1256,46,1955-11-13,female
1257,35,1928-09-01,female
1258,35,1924-09-20,male
1259,18,1966-09-29,male
1260,57,1945-01-03,female
1261,57,1951-09-28,male
1262,35,1952-04-03,male
1263,35,1959-02-25,female
1264,61,1976-10-03,female
1265,57,1958-12-21,female
1266,71,1952-11-24,female
1267,29,1954-02-11,female
1268,29,1949-03-30,male
1269,1,1948-12-31,female
1270,13,1930-05-16,male
1271,47,1935-11-29,male
1272,8,1944-04-15,male
1273,6,1978-06-15,male
1274,44,1976-01-25,male
1275,1,1951-10-10,female
1276,68,1942-04-26,female
1277,70,1931-04-07,male
1278,72,1978-09-12,male
1279,16,1956-07-11,male
1280,34,1952-05-08,male
1281,34,1949-12-28,female
1282,52,1936-11-27,male
1283,66,1939-02-09,female
1284,66,1943-08-04,male
1285,62,1939-11-26,male
1286,52,1950-03-13,female
1287,65,1944-08-09,female
1288,73,1972-05-20,male
1289,59,1946-09-18,male
1290,35,1976-01-29,male
1291,1,1964-04-18,female
1292,14,1977-04-28,male
1293,1,1927-01-29,male
1294,1,1930-05-29,female
1295,74,1944-02-09,female
1296,55,1959-08-01,female
1297,64,1918-01-28,female
1298,64,1921-03-15,male
1299,2,1920-10-16,female
1300,45,1979-10-27,male
1303,42,1940-08-16,female
1304,37,1936-07-28,male
1305,55,1945-04-28,female
1306,32,1922-10-08,female
1307,74,1953-04-08,male
1308,69,1954-02-18,male
1309,1,1975-06-17,male
1310,41,1977-09-24,female
1311,54,1956-12-18,female
1312,35,1935-04-03,female
1313,54,1970-11-20,male
1314,54,1975-06-09,female
1315,34,1923-02-26,male
1316,67,1946-11-13,female
1317,67,1945-05-18,male
1318,47,1931-03-10,male
1321,35,1977-11-09,female
1322,4,1945-09-22,female
1323,70,1944-01-06,male
1324,66,1956-08-07,female
1325,39,1945-09-19,male
1326,55,1956-05-12,female
1327,20,1963-12-31,female
1328,42,1937-06-05,female
1329,26,1918-02-16,male
1330,66,1968-09-17,male
1331,54,1963-11-24,male
1332,5,1957-11-27,female
1333,48,1949-04-20,male
1334,8,1978-02-06,male
1335,1,1961-01-25,female
1336,1,1962-11-04,male
1337,56,1979-03-29,female
1338,56,1983-07-26,male
1339,22,1959-05-04,male
1340,68,1939-03-20,female
1341,69,1962-06-17,female
1343,1,1939-08-16,female
1344,1,1935-02-18,male
1345,32,1968-05-22,male
1346,13,1954-08-29,male
1347,13,1970-03-06,male
1348,13,1975-06-07,female
1349,26,1968-01-07,female
1350,1,1959-04-28,male
1351,1,1951-09-24,female
1352,54,1971-04-01,female
1353,27,1959-02-13,male
1354,64,1921-01-14,male
1355,35,1976-02-01,female
1356,1,1932-09-18,male
1359,1,1951-09-04,female
1360,1,1946-08-19,male
1361,1,1922-09-29,female
1362,1,1929-01-03,male
1363,6,1979-12-27,female
1364,1,1933-12-28,male
1365,1,1938-02-23,female
1366,12,1980-03-02,female
1367,60,1965-10-27,female
1368,60,1957-12-30,male
1369,41,1978-10-23,male
1370,34,1965-01-11,female
1371,49,1948-10-22,female
1372,28,1976-12-07,female
1373,74,1975-02-08,female
1375,69,1977-01-27,male
1376,18,1958-09-03,male
1377,18,1951-07-23,female
1378,74,1941-11-25,female
1379,74,1937-02-18,male
1380,44,1953-07-29,female
1382,18,1979-11-23,female
1383,29,1982-10-05,male
1384,40,1953-04-24,female
1385,22,1953-08-30,male
1386,22,1956-08-09,female
1387,1,1977-02-22,female
1388,5,1962-09-06,female
1389,43,1927-03-04,female
1390,59,1979-05-27,female
1391,41,1965-11-22,male
1392,50,1932-02-06,male
1393,50,1934-05-01,female
1394,49,1942-08-22,female
1395,49,1941-10-18,male
1396,39,1946-03-14,female
1397,66,1921-12-25,female
1401,35,1981-07-24,male
1402,44,1936-11-25,male
1403,44,1944-01-02,female
1404,11,1968-12-20,female
1406,29,1948-11-12,female
1407,29,1941-08-04,male
1408,49,1969-08-07,male
1409,25,1951-04-30,male
1410,18,1944-02-03,male
1411,18,1939-08-06,female
1412,6,1979-11-05,male
1413,11,1969-07-16,female
1414,70,1974-11-13,female
1416,19,1927-12-02,male
1417,27,1966-11-12,female
1418,41,1974-06-16,female
1419,74,1918-01-25,female
1420,74,1916-01-20,male
1421,20,1956-02-10,female
1422,69,1976-02-23,female
1423,69,1982-04-11,male
1424,8,1952-01-05,male
1425,12,1968-08-27,male
1426,12,1964-04-30,female
1427,14,1965-12-16,female
1428,12,1920-04-23,male
1429,12,1927-09-04,female
1430,64,1982-05-29,female
1431,55,1930-11-08,female
1432,16,1961-08-17,female
1433,72,1959-07-10,female
1434,72,1967-03-25,male
1435,52,1953-06-25,male
1438,29,1963-10-25,female
1439,29,1974-09-10,male
1440,1,1978-01-17,male
1441,42,1931-12-05,female
1442,42,1933-04-18,male
1443,29,1935-01-25,male
1444,29,1942-07-14,female
1445,68,1941-07-24,male
1446,70,1954-07-29,male
1447,70,1952-06-21,female
1448,50,1957-10-09,female
1449,41,1949-06-29,male
1450,61,1969-03-17,female
1452,72,1940-05-28,female
1453,29,1966-03-29,female
1454,73,1925-10-03,male
1455,73,1927-09-02,female
1456,70,1928-04-24,male
1457,70,1934-10-12,female
1458,67,1938-04-08,male
1459,4,1976-09-08,male
1460,23,1933-03-13,female
1461,28,1969-12-21,male
1462,49,1941-03-02,male
1463,70,1936-01-26,female
1464,36,1928-04-01,female
1465,36,1931-01-06,male
1466,39,1953-08-22,male
1467,65,1924-09-30,male
1468,77,1940-04-16,female
1469,54,1966-09-14,female
1470,1,1942-05-04,male
1471,1,1938-09-15,female
1472,1,1967-09-10,female
1473,1,1931-12-06,female
1474,45,1971-12-15,female
1475,19,1932-03-31,male
1476,70,1970-11-30,male
1478,4,1969-08-21,male
1479,1,1956-06-22,male
1480,69,1943-05-28,male
1481,62,1933-11-23,female
1482,46,1950-03-28,female
1483,1,1951-05-10,female
1484,1,1952-06-18,male
1485,7,1978-05-14,male
1486,7,1974-09-13,female
1487,48,1976-08-27,female
1488,31,1961-01-09,male
1489,6,1928-01-24,male
1490,42,1928-04-20,male
1491,19,1982-04-21,male
1492,9,1968-05-09,female
1493,1,1922-12-29,male
1494,1,1915-03-22,female
1495,1,1931-02-10,female
1496,1,1942-06-08,female
1497,53,1948-08-03,female
1498,53,1941-02-09,male
1499,74,1951-11-29,female
1500,1,1981-12-12,male
1501,68,1946-01-22,male
1502,68,1973-01-24,male
1503,58,1922-09-01,male
1504,58,1918-01-16,female
1505,65,1971-06-25,female
1506,22,1931-06-25,male
1507,22,1929-11-22,female
1508,67,1954-06-30,female
1509,62,1942-04-19,female
1510,34,1948-01-30,female
1511,13,1962-03-06,female
1512,5,1942-08-11,female
1513,74,1959-08-21,male
1514,68,1957-08-02,male
1516,38,1946-10-17,female
1517,66,1956-10-02,male
1518,3,1960-07-28,female
1519,3,1959-07-06,male
1520,72,1956-11-05,male
1521,5,1979-10-10,male
1522,52,1968-05-14,female
1523,29,1931-08-30,female
1524,30,1962-01-13,female
1525,1,1943-03-09,male
1526,1,1935-03-15,female
1527,49,1934-12-18,male
1528,57,1964-03-20,male
1529,43,1972-06-20,female
1530,74,1945-08-06,female
1531,52,1960-06-28,female
1532,52,1962-10-30,male
1533,55,1960-12-22,male
1534,17,1952-12-22,female
1535,40,1936-10-28,male
1536,37,1967-10-13,female
1537,54,1979-12-07,male
1539,32,1923-11-19,male
1540,36,1937-11-07,male
1541,36,1933-03-06,female
1542,31,1919-12-08,male
1543,31,1927-06-02,female
1546,28,1930-04-13,male
1547,28,1927-12-20,female
1548,70,1923-03-04,male
1549,70,1928-11-14,female
1550,8,1946-11-21,female
1554,55,1944-12-15,male
1555,30,1950-09-14,male
1556,66,1950-04-02,male
1557,35,1959-12-14,female
1558,11,1927-01-25,female
1559,72,1940-10-20,male
1561,1,1923-09-16,female
1562,1,1919-08-14,male
1563,3,1978-08-06,male
1564,40,1947-06-25,female
1565,71,1960-05-19,male
1566,15,1966-10-20,female
1567,50,1930-04-19,male
1568,50,1927-06-29,female
1569,54,1956-07-17,female
1570,54,1958-06-17,male
1571,7,1967-10-15,female
1572,1,1963-12-12,female
1574,18,1979-02-18,male
1575,55,1923-10-06,female
1576,55,1919-05-02,male
1577,23,1944-04-19,male
1578,40,1971-08-15,female
1579,27,1963-10-13,male
1580,1,1968-06-18,female
1581,56,1963-04-15,female
1582,54,1934-02-14,male
1583,1,1972-01-08,female
1584,1,1962-01-29,female
1585,60,1935-07-20,male
1586,60,1934-01-12,female
1587,23,1928-05-05,male
1588,45,1950-10-29,male
1589,48,1951-11-27,female
1590,13,1940-08-10,female
1591,42,1953-07-07,female
1592,56,1928-04-11,male
1593,56,1925-05-31,female
1594,56,1939-09-29,male
1595,56,1954-12-16,female
1596,58,1978-10-22,female
1597,60,1956-05-10,male
1598,67,1925-04-25,male
1599,43,1964-10-08,male
1600,43,1965-06-15,female
1601,42,1969-03-29,female
1602,42,1968-12-30,male
1603,26,1968-08-27,male
1604,26,1969-07-21,female
1605,52,1980-09-21,female
1606,65,1982-09-02,male
1607,8,1941-05-26,female
1608,53,1941-11-11,male
1609,53,1944-05-30,female
1610,68,1942-04-23,female
1611,59,1963-12-02,female
1612,59,1959-06-30,male
1613,50,1961-01-15,male
1614,21,1938-05-18,male
1615,74,1952-04-28,female
1616,54,1938-05-23,male
1617,5,1950-04-30,female
1618,17,1979-12-07,female
1619,74,1942-01-27,female
1620,74,1936-05-15,male
1621,76,1952-04-05,female
1622,52,1950-10-12,male
1623,36,1963-07-09,male
1624,9,1965-09-10,male
1625,9,1973-07-12,female
1628,12,1957-03-25,female
1629,28,1966-09-01,male
1630,28,1964-02-19,female
1631,74,1976-04-30,male
1632,8,1943-02-20,female
1633,55,1972-08-28,female
1634,55,1969-11-10,male
1635,75,1930-09-02,female
1636,75,1932-09-12,male
1637,21,1943-10-20,male
1638,40,1954-01-30,female
1639,1,1959-05-01,female
1640,51,1953-06-13,female
1641,31,1923-01-28,female
1642,1,1959-10-10,female
1643,39,1976-04-17,female
1644,56,1976-06-06,male
1645,39,1961-03-10,female
1646,8,1966-03-17,male
1647,71,1978-03-26,female
1648,46,1952-03-12,male
1649,46,1950-03-16,female
1650,1,1953-03-29,male
1651,11,1966-07-10,female
1653,42,1944-06-19,male
1654,60,1963-12-08,male
1655,74,1972-02-04,male
1656,22,1968-06-18,female
1657,32,1935-10-02,male
1658,52,1929-08-21,female
1659,1,1937-12-15,female
1660,1,1982-12-11,female
1661,47,1953-04-16,female
1662,53,1967-09-07,male
1663,19,1957-04-29,male
1664,64,1918-11-10,female
1665,64,1912-03-02,male
1666,1,1941-08-31,male
1667,1,1940-08-13,female
1668,20,1949-08-17,female
1669,47,1952-10-25,male
1670,53,1961-05-07,male
1671,57,1931-09-15,female
1672,57,1928-01-07,male
1673,48,1972-07-09,male
1674,11,1920-10-27,female
1675,74,1940-02-15,male
1676,53,1953-02-03,male
1677,53,1946-09-07,female
1679,67,1942-04-17,female
1680,29,1975-03-28,female
1681,34,1940-11-25,male
1682,69,1956-09-07,male
1683,15,1951-12-24,female
1684,15,1946-10-25,male
1685,61,1944-04-21,female
1686,1,1947-11-08,female
1687,1,1947-02-27,male
1688,32,1923-08-10,male
1689,1,1936-12-04,male
1690,46,1947-08-17,female
1691,21,1978-02-08,female
1692,62,1972-02-07,male
1693,45,1980-07-06,female
1694,45,1979-12-27,male
1696,1,1923-03-21,female
1697,55,1964-01-10,female
1698,55,1967-11-21,male
1699,17,1955-03-11,male
1700,7,1949-03-09,male
1701,7,1945-06-11,female
1702,53,1973-04-07,female
1703,50,1918-01-11,male
1704,50,1914-10-03,female
1705,19,1946-07-01,female
1706,19,1944-07-19,male
1707,10,1951-02-18,male
1709,74,1952-12-13,female
1710,54,1944-02-11,male
1711,64,1962-06-14,female
1712,64,1964-01-01,male
1713,65,1935-04-21,male
1714,58,1945-05-22,male
1717,73,1979-03-07,female
1718,75,1938-07-27,male
1719,35,1970-08-09,male
1720,33,1934-02-24,female
1721,33,1934-07-02,male
1722,68,1933-10-01,male
1723,71,1981-02-28,female
1724,68,1934-10-21,female
1725,76,1959-01-18,female
1726,76,1952-06-03,male
1727,32,1951-01-21,male
1728,32,1946-08-18,female
1729,76,1947-05-16,male
1730,40,1932-12-15,male
1731,17,1968-11-30,female
1733,57,1974-07-20,female
1734,26,1975-11-10,male
1735,26,1976-05-31,female
1736,41,1979-04-17,female
1737,27,1955-07-30,male
1738,27,1963-01-25,female
1741,70,1932-07-02,male
1742,1,1954-06-06,male
1743,3,1959-07-27,male
1744,50,1969-12-28,female
1745,23,1959-10-18,female
1746,11,1959-09-10,female
1747,11,1956-02-20,male
1748,64,1976-12-31,male
1749,50,1928-11-17,female
1750,23,1964-12-31,male
1751,54,1959-01-24,male
1752,70,1978-11-23,male
1753,60,1979-02-26,female
1754,57,1979-05-29,male
1755,65,1965-08-18,female
1756,1,1936-07-08,male
1757,1,1937-09-30,female
1758,35,1947-11-13,male
1759,63,1923-01-16,female
1760,77,1923-03-07,male
1761,45,1948-04-23,male
1762,61,1956-12-30,male
1763,46,1967-12-07,male
1764,66,1971-07-09,male
1765,9,1975-08-03,male
1768,29,1951-04-27,male
1769,12,1949-08-05,male
1770,12,1951-10-15,female
1771,54,1927-10-20,female
1772,73,1979-09-21,female
1774,32,1971-10-05,female
1775,73,1943-12-08,male
1776,30,1954-10-24,female
1777,69,1963-01-08,female
1778,69,1968-09-02,male
1779,37,1935-11-26,male
1780,54,1954-12-09,female
1781,67,1924-08-16,male
1782,19,1948-12-24,male
1783,1,1946-10-05,female
1784,2,1980-11-02,female
1785,39,1975-11-25,male
1786,63,1934-06-25,female
1787,63,1931-11-28,male
1788,1,1950-03-23,male
1789,61,1933-08-07,female
1790,1,1953-05-28,male
1791,5,1966-05-12,female
1792,54,1975-09-01,male
1793,41,1945-03-17,female
1794,54,1940-03-30,female
1795,38,1960-02-28,female
1796,10,1938-11-23,male
1797,10,1941-11-04,female
1798,70,1933-07-08,male
1799,36,1959-06-26,male
1800,63,1943-09-28,female
1801,66,1970-01-01,male
1802,66,1964-10-16,female
1803,25,1946-05-12,female
1806,5,1952-01-03,male
1807,47,1935-06-30,male
1808,47,1933-06-26,female
1809,24,1931-05-12,male
1810,41,1919-06-30,male
1811,1,1939-03-29,male
1812,36,1947-05-17,female
1813,36,1949-09-28,male
1814,57,1940-03-12,male
1815,16,1977-02-24,female
1816,62,1951-07-24,male
1817,47,1953-12-06,female
1818,47,1956-10-02,male
1819,43,1979-04-20,female
1820,50,1928-11-20,female
1821,1,1941-04-24,male
1822,71,1922-09-13,female
1823,1,1978-08-07,female
1824,69,1960-08-03,male
1825,51,1974-04-24,female
1826,13,1937-09-12,male
1827,13,1941-08-16,female
1828,69,1962-11-14,male
1829,51,1942-08-16,female
1830,33,1952-02-03,male
1831,51,1976-10-09,male
1832,1,1966-07-31,female
1833,30,1966-11-15,male
1834,7,1927-02-19,male
1835,7,1928-03-11,female
1836,36,1944-03-07,female
1837,67,1957-01-13,male
1838,67,1959-11-27,female
1839,5,1936-12-18,female
1840,5,1935-10-28,male
1841,67,1953-03-23,female
1842,9,1943-09-13,male
1843,48,1939-01-25,female
1844,74,1922-02-03,female
1845,74,1918-11-14,male
1846,48,1980-12-12,male
1847,52,1979-01-30,female
1848,6,1924-07-02,female
1849,57,1922-09-24,female
1850,52,1942-07-05,female
1851,31,1975-09-12,female
1852,50,1962-09-05,male
1853,1,1965-08-18,male
1854,70,1932-05-27,female
1856,54,1968-08-22,female
1857,54,1964-03-16,male
1860,1,1964-10-31,female
1861,29,1957-07-15,male
1862,50,1977-10-09,female
1863,54,1952-02-16,male
1864,22,1948-03-14,male
1865,22,1949-06-09,female
1866,64,1942-06-11,female
1867,1,1944-09-24,female
1868,60,1980-02-16,male
1869,1,1933-02-14,female
1870,1,1935-04-29,male
1871,1,1980-02-20,female
1872,52,1963-01-24,female
1873,52,1968-10-26,male
1874,1,1946-10-20,male
1875,15,1976-10-19,male
1876,1,1951-07-01,male
1877,47,1957-08-21,female
1878,47,1963-09-02,male
1879,21,1944-04-02,female
1880,1,1974-08-08,male
1881,72,1934-01-24,male
1882,72,1932-05-24,female
1883,18,1961-10-27,female
1884,59,1976-01-26,female
1885,47,1970-01-07,female
1886,34,1920-04-07,male
1887,54,1926-07-15,male
1888,66,1918-09-24,female
1889,32,1957-07-28,female
1890,14,1955-08-14,female
1891,62,1959-03-04,female
1892,66,1928-03-26,male
1893,66,1934-02-11,female
1894,1,1947-11-05,female
1895,47,1965-11-03,female
1896,48,1982-02-08,male
1897,36,1969-03-07,female
1898,73,1961-08-01,male
1899,10,1941-07-03,male
1900,23,1965-11-22,male
1901,23,1962-11-07,female
1903,1,1939-08-30,female
1904,66,1941-02-22,male
1905,72,1949-05-18,female
1906,63,1922-07-07,male
1907,75,1928-09-08,female
1908,33,1920-01-17,male
1909,35,1944-03-16,female
1910,67,1946-11-08,male
1911,48,1938-04-21,female
1912,57,1972-02-26,male
1913,69,1968-04-15,male
1914,39,1942-06-20,female
1915,39,1939-09-09,male
1916,28,1926-07-19,male
1917,69,1969-03-13,female
1919,30,1949-05-04,male
1920,42,1975-08-07,male
1921,1,1946-10-26,female
1922,1,1949-04-03,male
1923,1,1958-05-07,female
1924,67,1938-05-29,male
1925,37,1938-06-23,male
1926,37,1935-02-08,female
1927,77,1952-04-26,male
1928,77,1952-08-14,female
1929,65,1955-08-15,female
1930,38,1934-02-21,female
1931,16,1942-11-14,female
1932,15,1940-01-21,female
1934,70,1933-11-21,female
1935,68,1929-05-12,female
1936,15,1955-10-16,female
1937,15,1960-03-27,male
1938,57,1939-09-30,female
1939,1,1925-08-14,male
1940,1,1923-01-22,female
1941,10,1921-07-12,female
1942,10,1915-05-10,male
1943,39,1926-02-11,male
1944,31,1957-01-22,female
1945,54,1954-06-03,male
1946,72,1935-07-19,male
1947,23,1981-02-08,male
1948,71,1939-02-19,female
1949,71,1942-06-23,male
1950,26,1929-07-06,male
1951,41,1971-04-29,male
1952,52,1971-03-09,female
1953,52,1965-09-22,male
1954,69,1952-07-28,male
1955,66,1971-10-28,female
1956,1,1925-07-09,female
1957,63,1972-03-04,male
1958,63,1977-11-21,female
1959,1,1920-12-26,male
1960,22,1946-08-23,male
1961,31,1920-06-04,female
1962,6,1950-11-18,male
1963,38,1945-06-12,male
1964,17,1931-08-05,male
1965,75,1939-08-10,male
1966,19,1948-07-01,female
1967,1,1963-11-15,female
1968,1,1960-08-13,male
1969,53,1926-08-26,female
1970,1,1947-11-05,female
1971,3,1969-03-14,female
1972,1,1946-04-29,female
1973,60,1931-09-13,female
1974,10,1918-07-14,male
1975,10,1915-09-27,female
1976,72,1918-10-12,male
1977,10,1935-10-25,female
1978,18,1952-05-22,female
1979,51,1926-03-19,female
1980,77,1959-04-30,male
1981,19,1970-09-22,female
1982,53,1977-07-08,male
1983,53,1982-02-05,female
1984,1,1926-08-29,male
1985,6,1937-12-13,male
1986,6,1942-08-13,female
1988,13,1952-05-04,male
1989,50,1939-01-13,female
1990,50,1943-11-25,male
1991,64,1918-11-09,male
1993,1,1975-06-21,male
1994,1,1967-07-06,female
1995,50,1941-04-10,female
1996,1,1937-03-20,male
1997,1,1977-11-09,female
1998,40,1978-12-15,female
1999,74,1982-02-10,female
2000,39,1942-05-09,female
2001,34,1977-08-05,female
2002,70,1918-11-26,female
2003,70,1921-06-15,male
2004,1,1974-02-03,female
2005,30,1979-10-03,male
2006,41,1962-08-22,female
2007,41,1958-09-13,male
2008,47,1940-06-07,male
2009,12,1936-01-16,male
2010,37,1952-08-12,male
2011,46,1925-11-18,female
2012,46,1923-06-27,male
2013,1,1940-07-10,female
2015,1,1968-11-15,female
2016,55,1934-10-09,male
2017,55,1931-01-23,female
2018,56,1945-08-25,female
2019,73,1932-09-28,male
2020,73,1925-12-20,female
2021,67,1919-12-08,male
2022,56,1939-11-12,male
2023,56,1931-09-02,female
2024,62,1934-04-15,male
2025,39,1941-12-31,male
2026,39,1934-12-03,female
2027,12,1930-01-22,male
2028,12,1924-10-17,female
2029,5,1923-09-19,female
2030,5,1980-08-04,female
2031,54,1926-12-15,male
2032,1,1943-03-21,male
2033,1,1937-07-02,female
2034,13,1926-06-12,male
2035,13,1928-07-27,female
2037,69,1948-08-26,female
2038,1,1980-03-29,female
2039,68,1969-01-20,female
2040,59,1944-08-07,male
2041,68,1956-08-11,male
2042,49,1982-07-04,male
2043,77,1954-09-15,female
2044,32,1961-09-18,female
2045,28,1956-08-22,male
2046,28,1952-08-26,female
2047,11,1943-07-25,female
2048,23,1928-06-03,female
2049,70,1927-02-20,male
2050,70,1932-05-23,female
2051,74,1918-12-07,female
2052,74,1914-05-19,male
2053,16,1918-02-07,male
2054,48,1948-12-06,male
2055,56,1976-08-31,female
2056,1,1978-12-09,male
2057,6,1976-01-02,female
2058,76,1971-03-02,male
2059,43,1972-06-30,male
2060,43,1971-06-04,female
2061,63,1953-07-27,male
2062,63,1954-05-22,female
2063,68,1950-09-26,female
2064,53,1926-07-30,male
2065,64,1978-08-20,male
2066,1,1972-10-27,male
2067,56,1979-10-20,male
2068,72,1930-05-24,female
2069,70,1923-01-01,female
2070,70,1972-07-23,female
2071,1,1973-12-19,male
2072,75,1944-02-09,female
2073,22,1956-02-08,male
2074,24,1961-09-16,female
2075,74,1922-01-29,male
2076,63,1957-02-07,female
2077,44,1930-03-01,female
2078,10,1978-08-03,female
2079,72,1925-05-29,female
2080,60,1963-12-26,male
2081,46,1972-11-06,female
2082,67,1933-02-04,male
2083,71,1943-03-12,male
2084,1,1929-02-16,female
2085,1,1928-11-28,male
2086,35,1954-10-29,female
2087,68,1977-09-29,male
2088,32,1948-08-26,female
2089,70,1967-06-09,female
2090,70,1970-10-07,male
2091,48,1928-01-17,female
2092,72,1945-03-21,male
2093,48,1970-06-24,male
2094,48,1975-09-06,female
2095,9,1974-04-30,male
2096,74,1974-09-06,female
2097,53,1936-11-11,male
2098,53,1939-05-28,female
2099,1,1918-01-16,male
2100,33,1931-09-29,female
2101,33,1935-06-24,male
2102,51,1941-05-27,male
2103,18,1944-02-04,female
2104,37,1948-01-08,male
2105,42,1947-07-18,female
2106,74,1921-03-21,female
2107,74,1923-04-18,male
2108,77,1945-04-21,female
2109,15,1950-05-14,female
2110,3,1967-11-03,female
2111,57,1924-05-29,female
2112,21,1927-09-15,male
2113,68,1937-04-04,male
2114,51,1918-08-21,male
2115,51,1914-03-01,female
2116,76,1930-06-14,male
2117,53,1945-02-28,male
2118,1,1970-11-12,male
2119,30,1960-05-18,female
2121,64,1979-09-25,male
2122,1,1970-07-17,female
2123,53,1982-05-17,male
2124,68,1949-01-14,female
2125,71,1975-04-12,male
2126,52,1975-03-28,female
2128,38,1955-08-13,female
2129,75,1962-12-07,male
2130,21,1945-10-29,female
2131,39,1975-02-11,female
2132,39,1969-02-06,male
2133,53,1921-11-28,female
2134,53,1917-12-14,male
2135,24,1940-08-08,female
2136,28,1940-07-24,female
2137,73,1962-11-09,female
2138,68,1980-12-19,male
2139,18,1932-03-06,female
2140,18,1926-10-18,male
2141,28,1951-09-06,male
2142,21,1941-12-20,female
2143,21,1948-11-12,male
2144,15,1960-01-28,female
2145,39,1968-12-24,female
2146,65,1973-01-04,male
2147,69,1963-08-14,female
2148,31,1953-07-20,female
2149,33,1923-04-09,female
2150,61,1941-04-17,male
2151,61,1945-12-30,female
2152,17,1929-09-07,female
2153,36,1949-05-16,female
2154,60,1957-11-28,female
2155,15,1958-06-10,male
2156,33,1966-12-27,female
2157,11,1945-11-17,male
2158,10,1981-05-06,male
2159,74,1930-01-23,female
2160,70,1945-05-31,male
2161,1,1920-03-06,female
2162,1,1913-09-12,male
2163,52,1918-04-08,male
2164,47,1941-10-29,male
2165,47,1945-03-02,female
2166,30,1947-07-22,female
2167,1,1981-12-13,male
2168,46,1963-07-12,female
2169,46,1971-01-01,male
2170,70,1942-04-30,male
2171,1,1958-11-28,male
2172,7,1929-08-21,female
2173,56,1951-12-17,female
2174,74,1952-08-08,female
2175,53,1942-01-03,female
2176,18,1946-07-16,male
2177,24,1942-05-30,female
2178,46,1939-08-09,male
2179,9,1939-10-27,female
