city,lat,lon,fraud_ip
Липецк,52.6103027,39.5946266,5.8.2.110
Тула,54.192017,37.6153885,5.8.2.111
Киров,58.6035313,49.6679219,5.8.2.112
Чебоксары,56.1439378,47.2488718,5.8.2.113
Улан-Удэ,51.8334378,107.5841511,5.8.2.114
Калининград,54.7073218,20.5072458,5.8.2.115
Брянск,53.2420071,34.3652716,5.8.2.116
Курск,51.7303391,36.1926448,5.8.2.117
Иваново,56.9994677,40.9728231,5.8.2.118
Магнитогорск,53.4071891,58.9791432,5.8.2.119
Тверь,56.8585396,35.9117898,5.8.2.120
Ставрополь,45.0445439,41.9690168,5.8.2.121
Симферополь,44.9482645,34.100117,5.8.2.122
Нижний Тагил,57.9101038,59.9813242,5.8.2.123
Белгород,50.5977351,36.5858236,5.8.2.124
Архангельск,64.5392985,40.5170083,5.8.2.125
Владимир,56.1281561,40.4082995,5.8.2.126
Севастополь,44.6167334,33.5253552,5.8.2.127
Сочи,43.5855829,39.7231419,5.8.2.128
Курган,55.4443448,65.3161339,5.8.2.129
Смоленск,54.7867168,31.8153366,5.8.2.130
Калуга,54.5060439,36.2515933,5.8.2.131
Чита,52.0340128,113.4994884,5.8.2.132
Орёл,52.9672573,36.0696479,5.8.2.133
Волжский,48.7978483,44.7462417,5.8.2.134
Череповец,59.1269214,37.9092243,5.8.2.135
Владикавказ,43.0205039,44.6819383,5.8.2.136
Мурманск,69.0076958,33.0686019,5.8.2.137
Сургут,61.2539773,73.3961726,5.8.2.138
Вологда,59.2484186,39.8356461,5.8.2.139
Саранск,54.1807601,45.1862263,5.8.2.140
Тамбов,52.7213021,41.452258,5.8.2.141
Стерлитамак,53.6302498,55.9315707,5.8.2.142
Грозный,43.3179243,45.6981102,5.8.2.143
Якутск,62.0280273,129.7325717,5.8.2.144
Кострома,57.8029445,40.9907282,5.8.2.145
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.2.146
Петрозаводск,61.78909,34.3596263,5.8.2.147
Таганрог,47.2094907,38.935154,5.8.2.148
Нижневартовск,60.9397379,76.5696206,5.8.2.149
Йошкар-Ола,56.6343763,47.8998445,5.8.2.150
Братск,56.1513951,101.6339892,5.8.2.151
Москва,55.7538789,37.6203735,5.8.2.152
Санкт-Петербург,59.939125,30.3158225,5.8.2.153
Новосибирск,55.0281016,82.9210575,5.8.2.154
Екатеринбург,56.8386326,60.6054887,5.8.2.155
Нижний Новгород,56.3242093,44.0053948,5.8.2.156
Казань,55.7943877,49.1115312,5.8.2.157
Самара,53.1951657,50.1067691,5.8.2.158
Омск,54.9848136,73.3674638,5.8.2.159
Челябинск,55.1603659,61.4007858,5.8.2.160
Ростов-на-Дону,47.2224364,39.7187866,5.8.2.161
Уфа,54.734853,55.9578647,5.8.2.162
Волгоград,48.7072005,44.5170207,5.8.2.163
Пермь,58.0103211,56.2341778,5.8.2.164
Красноярск,56.009466,92.8524162,5.8.2.165
Воронеж,51.6592378,39.1968284,5.8.2.166
Саратов,51.530376,45.9530257,5.8.2.167
Краснодар,45.040235,38.9760801,5.8.2.168
Тольятти,53.5206438,49.389461,5.8.2.169
Барнаул,53.3481145,83.7798362,5.8.2.170
Ижевск,56.8527444,53.2113961,5.8.2.171
Ульяновск,54.3080674,48.3748717,5.8.2.172
Владивосток,43.1163807,131.882348,5.8.2.173
Ярославль,57.6216145,39.897878,5.8.2.174
Иркутск,52.2863513,104.280655,5.8.2.175
Тюмень,57.1530824,65.5343118,5.8.2.176
Махачкала,42.9848572,47.5046303,5.8.2.177
Хабаровск,48.4647991,135.0598811,5.8.2.178
Оренбург,51.7875191,55.1017379,5.8.2.179
Новокузнецк,53.7942757,87.2144046,5.8.2.180
Кемерово,55.3909721,86.0467864,5.8.2.181
Рязань,54.625457,39.7359992,5.8.2.182
Томск,56.4847036,84.9481737,5.8.2.183
Астрахань,46.3655808,48.0559979,5.8.2.184
Пенза,53.1753884,45.0347408,5.8.2.185
Набережные Челны,55.7436475,52.3958739,5.8.2.186
Липецк,52.6103027,39.5946266,5.8.2.187
Тула,54.192017,37.6153885,5.8.2.188
Киров,58.6035313,49.6679219,5.8.2.189
Чебоксары,56.1439378,47.2488718,5.8.2.190
Улан-Удэ,51.8334378,107.5841511,5.8.2.191
Калининград,54.7073218,20.5072458,5.8.2.192
Брянск,53.2420071,34.3652716,5.8.2.193
Курск,51.7303391,36.1926448,5.8.2.194
Иваново,56.9994677,40.9728231,5.8.2.195
Магнитогорск,53.4071891,58.9791432,5.8.2.196
Тверь,56.8585396,35.9117898,5.8.2.197
Ставрополь,45.0445439,41.9690168,5.8.2.198
Симферополь,44.9482645,34.100117,5.8.2.199
Нижний Тагил,57.9101038,59.9813242,5.8.2.200
Белгород,50.5977351,36.5858236,5.8.2.201
Архангельск,64.5392985,40.5170083,5.8.2.202
Владимир,56.1281561,40.4082995,5.8.2.203
Севастополь,44.6167334,33.5253552,5.8.2.204
Сочи,43.5855829,39.7231419,5.8.2.205
Курган,55.4443448,65.3161339,5.8.2.206
Смоленск,54.7867168,31.8153366,5.8.2.207
Калуга,54.5060439,36.2515933,5.8.2.208
Чита,52.0340128,113.4994884,5.8.2.209
Орёл,52.9672573,36.0696479,5.8.2.210
Волжский,48.7978483,44.7462417,5.8.2.211
Череповец,59.1269214,37.9092243,5.8.2.212
Владикавказ,43.0205039,44.6819383,5.8.2.213
Мурманск,69.0076958,33.0686019,5.8.2.214
Сургут,61.2539773,73.3961726,5.8.2.215
Вологда,59.2484186,39.8356461,5.8.2.216
Саранск,54.1807601,45.1862263,5.8.2.217
Тамбов,52.7213021,41.452258,5.8.2.218
Стерлитамак,53.6302498,55.9315707,5.8.2.219
Грозный,43.3179243,45.6981102,5.8.2.220
Якутск,62.0280273,129.7325717,5.8.2.221
Кострома,57.8029445,40.9907282,5.8.2.222
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.2.223
Петрозаводск,61.78909,34.3596263,5.8.2.224
Таганрог,47.2094907,38.935154,5.8.2.225
Нижневартовск,60.9397379,76.5696206,5.8.2.226
Йошкар-Ола,56.6343763,47.8998445,5.8.2.227
Братск,56.1513951,101.6339892,5.8.2.228
Москва,55.7538789,37.6203735,5.8.2.229
Санкт-Петербург,59.939125,30.3158225,5.8.2.230
Новосибирск,55.0281016,82.9210575,5.8.2.231
Екатеринбург,56.8386326,60.6054887,5.8.2.232
Нижний Новгород,56.3242093,44.0053948,5.8.2.233
Казань,55.7943877,49.1115312,5.8.2.234
Самара,53.1951657,50.1067691,5.8.2.235
Омск,54.9848136,73.3674638,5.8.2.236
Челябинск,55.1603659,61.4007858,5.8.2.237
Ростов-на-Дону,47.2224364,39.7187866,5.8.2.238
Уфа,54.734853,55.9578647,5.8.2.239
Волгоград,48.7072005,44.5170207,5.8.2.240
Пермь,58.0103211,56.2341778,5.8.2.241
Красноярск,56.009466,92.8524162,5.8.2.242
Воронеж,51.6592378,39.1968284,5.8.2.243
Саратов,51.530376,45.9530257,5.8.2.244
Краснодар,45.040235,38.9760801,5.8.2.245
Тольятти,53.5206438,49.389461,5.8.2.246
Барнаул,53.3481145,83.7798362,5.8.2.247
Ижевск,56.8527444,53.2113961,5.8.2.248
Ульяновск,54.3080674,48.3748717,5.8.2.249
Владивосток,43.1163807,131.882348,5.8.2.250
Ярославль,57.6216145,39.897878,5.8.2.251
Иркутск,52.2863513,104.280655,5.8.2.252
Тюмень,57.1530824,65.5343118,5.8.2.253
Махачкала,42.9848572,47.5046303,5.8.2.254
Хабаровск,48.4647991,135.0598811,5.8.2.255
Оренбург,51.7875191,55.1017379,5.8.3.0
Новокузнецк,53.7942757,87.2144046,5.8.3.1
Кемерово,55.3909721,86.0467864,5.8.3.2
Рязань,54.625457,39.7359992,5.8.3.3
Томск,56.4847036,84.9481737,5.8.3.4
Астрахань,46.3655808,48.0559979,5.8.3.5
Пенза,53.1753884,45.0347408,5.8.3.6
Набережные Челны,55.7436475,52.3958739,5.8.3.7
Липецк,52.6103027,39.5946266,5.8.3.8
Тула,54.192017,37.6153885,5.8.3.9
Киров,58.6035313,49.6679219,5.8.3.10
Чебоксары,56.1439378,47.2488718,5.8.3.11
Улан-Удэ,51.8334378,107.5841511,5.8.3.12
Калининград,54.7073218,20.5072458,5.8.3.13
Брянск,53.2420071,34.3652716,5.8.3.14
Курск,51.7303391,36.1926448,5.8.3.15
Иваново,56.9994677,40.9728231,5.8.3.16
Магнитогорск,53.4071891,58.9791432,5.8.3.17
Тверь,56.8585396,35.9117898,5.8.3.18
Ставрополь,45.0445439,41.9690168,5.8.3.19
Симферополь,44.9482645,34.100117,5.8.3.20
Нижний Тагил,57.9101038,59.9813242,5.8.3.21
Белгород,50.5977351,36.5858236,5.8.3.22
Архангельск,64.5392985,40.5170083,5.8.3.23
Владимир,56.1281561,40.4082995,5.8.3.24
Севастополь,44.6167334,33.5253552,5.8.3.25
Сочи,43.5855829,39.7231419,5.8.3.26
Курган,55.4443448,65.3161339,5.8.3.27
Смоленск,54.7867168,31.8153366,5.8.3.28
Калуга,54.5060439,36.2515933,5.8.3.29
Чита,52.0340128,113.4994884,5.8.3.30
Орёл,52.9672573,36.0696479,5.8.3.31
Волжский,48.7978483,44.7462417,5.8.3.32
Череповец,59.1269214,37.9092243,5.8.3.33
Владикавказ,43.0205039,44.6819383,5.8.3.34
Мурманск,69.0076958,33.0686019,5.8.3.35
Сургут,61.2539773,73.3961726,5.8.3.36
Вологда,59.2484186,39.8356461,5.8.3.37
Саранск,54.1807601,45.1862263,5.8.3.38
Тамбов,52.7213021,41.452258,5.8.3.39
Стерлитамак,53.6302498,55.9315707,5.8.3.40
Грозный,43.3179243,45.6981102,5.8.3.41
Якутск,62.0280273,129.7325717,5.8.3.42
Кострома,57.8029445,40.9907282,5.8.3.43
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.3.44
Петрозаводск,61.78909,34.3596263,5.8.3.45
Таганрог,47.2094907,38.935154,5.8.3.46
Нижневартовск,60.9397379,76.5696206,5.8.3.47
Йошкар-Ола,56.6343763,47.8998445,5.8.3.48
Братск,56.1513951,101.6339892,5.8.3.49
Москва,55.7538789,37.6203735,5.8.3.50
Санкт-Петербург,59.939125,30.3158225,5.8.3.51
Новосибирск,55.0281016,82.9210575,5.8.3.52
Екатеринбург,56.8386326,60.6054887,5.8.3.53
Нижний Новгород,56.3242093,44.0053948,5.8.3.54
Казань,55.7943877,49.1115312,5.8.3.55
Самара,53.1951657,50.1067691,5.8.3.56
Омск,54.9848136,73.3674638,5.8.3.57
Челябинск,55.1603659,61.4007858,5.8.3.58
Ростов-на-Дону,47.2224364,39.7187866,5.8.3.59
Уфа,54.734853,55.9578647,5.8.3.60
Волгоград,48.7072005,44.5170207,5.8.3.61
Пермь,58.0103211,56.2341778,5.8.3.62
Красноярск,56.009466,92.8524162,5.8.3.63
Воронеж,51.6592378,39.1968284,5.8.3.64
Саратов,51.530376,45.9530257,5.8.3.65
Краснодар,45.040235,38.9760801,5.8.3.66
Тольятти,53.5206438,49.389461,5.8.3.67
Барнаул,53.3481145,83.7798362,5.8.3.68
Ижевск,56.8527444,53.2113961,5.8.3.69
Ульяновск,54.3080674,48.3748717,5.8.3.70
Владивосток,43.1163807,131.882348,5.8.3.71
Ярославль,57.6216145,39.897878,5.8.3.72
Иркутск,52.2863513,104.280655,5.8.3.73
Тюмень,57.1530824,65.5343118,5.8.3.74
Махачкала,42.9848572,47.5046303,5.8.3.75
Хабаровск,48.4647991,135.0598811,5.8.3.76
Оренбург,51.7875191,55.1017379,5.8.3.77
Новокузнецк,53.7942757,87.2144046,5.8.3.78
Кемерово,55.3909721,86.0467864,5.8.3.79
Рязань,54.625457,39.7359992,5.8.3.80
Томск,56.4847036,84.9481737,5.8.3.81
Астрахань,46.3655808,48.0559979,5.8.3.82
Пенза,53.1753884,45.0347408,5.8.3.83
Набережные Челны,55.7436475,52.3958739,5.8.3.84
Липецк,52.6103027,39.5946266,5.8.3.85
Тула,54.192017,37.6153885,5.8.3.86
Киров,58.6035313,49.6679219,5.8.3.87
Чебоксары,56.1439378,47.2488718,5.8.3.88
Улан-Удэ,51.8334378,107.5841511,5.8.3.89
Калининград,54.7073218,20.5072458,5.8.3.90
Брянск,53.2420071,34.3652716,5.8.3.91
Курск,51.7303391,36.1926448,5.8.3.92
Иваново,56.9994677,40.9728231,5.8.3.93
Магнитогорск,53.4071891,58.9791432,5.8.3.94
Тверь,56.8585396,35.9117898,5.8.3.95
Ставрополь,45.0445439,41.9690168,5.8.3.96
Симферополь,44.9482645,34.100117,5.8.3.97
Нижний Тагил,57.9101038,59.9813242,5.8.3.98
Белгород,50.5977351,36.5858236,5.8.3.99
Архангельск,64.5392985,40.5170083,5.8.3.100
Владимир,56.1281561,40.4082995,5.8.3.101
Севастополь,44.6167334,33.5253552,5.8.3.102
Сочи,43.5855829,39.7231419,5.8.3.103
Курган,55.4443448,65.3161339,5.8.3.104
Смоленск,54.7867168,31.8153366,5.8.3.105
Калуга,54.5060439,36.2515933,5.8.3.106
Чита,52.0340128,113.4994884,5.8.3.107
Орёл,52.9672573,36.0696479,5.8.3.108
Волжский,48.7978483,44.7462417,5.8.3.109
Череповец,59.1269214,37.9092243,5.8.3.110
Владикавказ,43.0205039,44.6819383,5.8.3.111
Мурманск,69.0076958,33.0686019,5.8.3.112
Сургут,61.2539773,73.3961726,5.8.3.113
Вологда,59.2484186,39.8356461,5.8.3.114
Саранск,54.1807601,45.1862263,5.8.3.115
Тамбов,52.7213021,41.452258,5.8.3.116
Стерлитамак,53.6302498,55.9315707,5.8.3.117
Грозный,43.3179243,45.6981102,5.8.3.118
Якутск,62.0280273,129.7325717,5.8.3.119
Кострома,57.8029445,40.9907282,5.8.3.120
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.3.121
Петрозаводск,61.78909,34.3596263,5.8.3.122
Таганрог,47.2094907,38.935154,5.8.3.123
Нижневартовск,60.9397379,76.5696206,5.8.3.124
Йошкар-Ола,56.6343763,47.8998445,5.8.3.125
Братск,56.1513951,101.6339892,5.8.3.126
Москва,55.7538789,37.6203735,5.8.3.127
Санкт-Петербург,59.939125,30.3158225,5.8.3.128
Новосибирск,55.0281016,82.9210575,5.8.3.129
Екатеринбург,56.8386326,60.6054887,5.8.3.130
Нижний Новгород,56.3242093,44.0053948,5.8.3.131
Казань,55.7943877,49.1115312,5.8.3.132
Самара,53.1951657,50.1067691,5.8.3.133
Омск,54.9848136,73.3674638,5.8.3.134
Челябинск,55.1603659,61.4007858,5.8.3.135
Ростов-на-Дону,47.2224364,39.7187866,5.8.3.136
Уфа,54.734853,55.9578647,5.8.3.137
Волгоград,48.7072005,44.5170207,5.8.3.138
Пермь,58.0103211,56.2341778,5.8.3.139
Красноярск,56.009466,92.8524162,5.8.3.140
Воронеж,51.6592378,39.1968284,5.8.3.141
Саратов,51.530376,45.9530257,5.8.3.142
Краснодар,45.040235,38.9760801,5.8.3.143
Тольятти,53.5206438,49.389461,5.8.3.144
Барнаул,53.3481145,83.7798362,5.8.3.145
Ижевск,56.8527444,53.2113961,5.8.3.146
Ульяновск,54.3080674,48.3748717,5.8.3.147
Владивосток,43.1163807,131.882348,5.8.3.148
Ярославль,57.6216145,39.897878,5.8.3.149
Иркутск,52.2863513,104.280655,5.8.3.150
Тюмень,57.1530824,65.5343118,5.8.3.151
Махачкала,42.9848572,47.5046303,5.8.3.152
Хабаровск,48.4647991,135.0598811,5.8.3.153
Оренбург,51.7875191,55.1017379,5.8.3.154
Новокузнецк,53.7942757,87.2144046,5.8.3.155
Кемерово,55.3909721,86.0467864,5.8.3.156
Рязань,54.625457,39.7359992,5.8.3.157
Томск,56.4847036,84.9481737,5.8.3.158
Астрахань,46.3655808,48.0559979,5.8.3.159
Пенза,53.1753884,45.0347408,5.8.3.160
Набережные Челны,55.7436475,52.3958739,5.8.3.161
Липецк,52.6103027,39.5946266,5.8.3.162
Тула,54.192017,37.6153885,5.8.3.163
Киров,58.6035313,49.6679219,5.8.3.164
Чебоксары,56.1439378,47.2488718,5.8.3.165
Улан-Удэ,51.8334378,107.5841511,5.8.3.166
Калининград,54.7073218,20.5072458,5.8.3.167
Брянск,53.2420071,34.3652716,5.8.3.168
Курск,51.7303391,36.1926448,5.8.3.169
Иваново,56.9994677,40.9728231,5.8.3.170
Магнитогорск,53.4071891,58.9791432,5.8.3.171
Тверь,56.8585396,35.9117898,5.8.3.172
Ставрополь,45.0445439,41.9690168,5.8.3.173
Симферополь,44.9482645,34.100117,5.8.3.174
Нижний Тагил,57.9101038,59.9813242,5.8.3.175
Белгород,50.5977351,36.5858236,5.8.3.176
Архангельск,64.5392985,40.5170083,5.8.3.177
Владимир,56.1281561,40.4082995,5.8.3.178
Севастополь,44.6167334,33.5253552,5.8.3.179
Сочи,43.5855829,39.7231419,5.8.3.180
Курган,55.4443448,65.3161339,5.8.3.181
Смоленск,54.7867168,31.8153366,5.8.3.182
Калуга,54.5060439,36.2515933,5.8.3.183
Чита,52.0340128,113.4994884,5.8.3.184
Орёл,52.9672573,36.0696479,5.8.3.185
Волжский,48.7978483,44.7462417,5.8.3.186
Череповец,59.1269214,37.9092243,5.8.3.187
Владикавказ,43.0205039,44.6819383,5.8.3.188
Мурманск,69.0076958,33.0686019,5.8.3.189
Сургут,61.2539773,73.3961726,5.8.3.190
Вологда,59.2484186,39.8356461,5.8.3.191
Саранск,54.1807601,45.1862263,5.8.3.192
Тамбов,52.7213021,41.452258,5.8.3.193
Стерлитамак,53.6302498,55.9315707,5.8.3.194
Грозный,43.3179243,45.6981102,5.8.3.195
Якутск,62.0280273,129.7325717,5.8.3.196
Кострома,57.8029445,40.9907282,5.8.3.197
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.3.198
Петрозаводск,61.78909,34.3596263,5.8.3.199
Таганрог,47.2094907,38.935154,5.8.3.200
Нижневартовск,60.9397379,76.5696206,5.8.3.201
Йошкар-Ола,56.6343763,47.8998445,5.8.3.202
Братск,56.1513951,101.6339892,5.8.3.203
Москва,55.7538789,37.6203735,5.8.3.204
Санкт-Петербург,59.939125,30.3158225,5.8.3.205
Новосибирск,55.0281016,82.9210575,5.8.3.206
Екатеринбург,56.8386326,60.6054887,5.8.3.207
Нижний Новгород,56.3242093,44.0053948,5.8.3.208
Казань,55.7943877,49.1115312,5.8.3.209
Самара,53.1951657,50.1067691,5.8.3.210
Омск,54.9848136,73.3674638,5.8.3.211
Челябинск,55.1603659,61.4007858,5.8.3.212
Ростов-на-Дону,47.2224364,39.7187866,5.8.3.213
Уфа,54.734853,55.9578647,5.8.3.214
Волгоград,48.7072005,44.5170207,5.8.3.215
Пермь,58.0103211,56.2341778,5.8.3.216
Красноярск,56.009466,92.8524162,5.8.3.217
Воронеж,51.6592378,39.1968284,5.8.3.218
Саратов,51.530376,45.9530257,5.8.3.219
Краснодар,45.040235,38.9760801,5.8.3.220
Тольятти,53.5206438,49.389461,5.8.3.221
Барнаул,53.3481145,83.7798362,5.8.3.222
Ижевск,56.8527444,53.2113961,5.8.3.223
Ульяновск,54.3080674,48.3748717,5.8.3.224
Владивосток,43.1163807,131.882348,5.8.3.225
Ярославль,57.6216145,39.897878,5.8.3.226
Иркутск,52.2863513,104.280655,5.8.3.227
Тюмень,57.1530824,65.5343118,5.8.3.228
Махачкала,42.9848572,47.5046303,5.8.3.229
Хабаровск,48.4647991,135.0598811,5.8.3.230
Оренбург,51.7875191,55.1017379,5.8.3.231
Новокузнецк,53.7942757,87.2144046,5.8.3.232
Кемерово,55.3909721,86.0467864,5.8.3.233
Рязань,54.625457,39.7359992,5.8.3.234
Томск,56.4847036,84.9481737,5.8.3.235
Астрахань,46.3655808,48.0559979,5.8.3.236
Пенза,53.1753884,45.0347408,5.8.3.237
Набережные Челны,55.7436475,52.3958739,5.8.3.238
Липецк,52.6103027,39.5946266,5.8.3.239
Тула,54.192017,37.6153885,5.8.3.240
Киров,58.6035313,49.6679219,5.8.3.241
Чебоксары,56.1439378,47.2488718,5.8.3.242
Улан-Удэ,51.8334378,107.5841511,5.8.3.243
Калининград,54.7073218,20.5072458,5.8.3.244
Брянск,53.2420071,34.3652716,5.8.3.245
Курск,51.7303391,36.1926448,5.8.3.246
Иваново,56.9994677,40.9728231,5.8.3.247
Магнитогорск,53.4071891,58.9791432,5.8.3.248
Тверь,56.8585396,35.9117898,5.8.3.249
Ставрополь,45.0445439,41.9690168,5.8.3.250
Симферополь,44.9482645,34.100117,5.8.3.251
Нижний Тагил,57.9101038,59.9813242,5.8.3.252
Белгород,50.5977351,36.5858236,5.8.3.253
Архангельск,64.5392985,40.5170083,5.8.3.254
Владимир,56.1281561,40.4082995,5.8.3.255
Севастополь,44.6167334,33.5253552,5.8.4.0
Сочи,43.5855829,39.7231419,5.8.4.1
Курган,55.4443448,65.3161339,5.8.4.2
Смоленск,54.7867168,31.8153366,5.8.4.3
Калуга,54.5060439,36.2515933,5.8.4.4
Чита,52.0340128,113.4994884,5.8.4.5
Орёл,52.9672573,36.0696479,5.8.4.6
Волжский,48.7978483,44.7462417,5.8.4.7
Череповец,59.1269214,37.9092243,5.8.4.8
Владикавказ,43.0205039,44.6819383,5.8.4.9
Мурманск,69.0076958,33.0686019,5.8.4.10
Сургут,61.2539773,73.3961726,5.8.4.11
Вологда,59.2484186,39.8356461,5.8.4.12
Саранск,54.1807601,45.1862263,5.8.4.13
Тамбов,52.7213021,41.452258,5.8.4.14
Стерлитамак,53.6302498,55.9315707,5.8.4.15
Грозный,43.3179243,45.6981102,5.8.4.16
Якутск,62.0280273,129.7325717,5.8.4.17
Кострома,57.8029445,40.9907282,5.8.4.18
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.4.19
Петрозаводск,61.78909,34.3596263,5.8.4.20
Таганрог,47.2094907,38.935154,5.8.4.21
Нижневартовск,60.9397379,76.5696206,5.8.4.22
Йошкар-Ола,56.6343763,47.8998445,5.8.4.23
Братск,56.1513951,101.6339892,5.8.4.24
Москва,55.7538789,37.6203735,5.8.4.25
Санкт-Петербург,59.939125,30.3158225,5.8.4.26
Новосибирск,55.0281016,82.9210575,5.8.4.27
Екатеринбург,56.8386326,60.6054887,5.8.4.28
Нижний Новгород,56.3242093,44.0053948,5.8.4.29
Казань,55.7943877,49.1115312,5.8.4.30
Самара,53.1951657,50.1067691,5.8.4.31
Омск,54.9848136,73.3674638,5.8.4.32
Челябинск,55.1603659,61.4007858,5.8.4.33
Ростов-на-Дону,47.2224364,39.7187866,5.8.4.34
Уфа,54.734853,55.9578647,5.8.4.35
Волгоград,48.7072005,44.5170207,5.8.4.36
Пермь,58.0103211,56.2341778,5.8.4.37
Красноярск,56.009466,92.8524162,5.8.4.38
Воронеж,51.6592378,39.1968284,5.8.4.39
Саратов,51.530376,45.9530257,5.8.4.40
Краснодар,45.040235,38.9760801,5.8.4.41
Тольятти,53.5206438,49.389461,5.8.4.42
Барнаул,53.3481145,83.7798362,5.8.4.43
Ижевск,56.8527444,53.2113961,5.8.4.44
Ульяновск,54.3080674,48.3748717,5.8.4.45
Владивосток,43.1163807,131.882348,5.8.4.46
Ярославль,57.6216145,39.897878,5.8.4.47
Иркутск,52.2863513,104.280655,5.8.4.48
Тюмень,57.1530824,65.5343118,5.8.4.49
Махачкала,42.9848572,47.5046303,5.8.4.50
Хабаровск,48.4647991,135.0598811,5.8.4.51
Оренбург,51.7875191,55.1017379,5.8.4.52
Новокузнецк,53.7942757,87.2144046,5.8.4.53
Кемерово,55.3909721,86.0467864,5.8.4.54
Рязань,54.625457,39.7359992,5.8.4.55
Томск,56.4847036,84.9481737,5.8.4.56
Астрахань,46.3655808,48.0559979,5.8.4.57
Пенза,53.1753884,45.0347408,5.8.4.58
Набережные Челны,55.7436475,52.3958739,5.8.4.59
Липецк,52.6103027,39.5946266,5.8.4.60
Тула,54.192017,37.6153885,5.8.4.61
Киров,58.6035313,49.6679219,5.8.4.62
Чебоксары,56.1439378,47.2488718,5.8.4.63
Улан-Удэ,51.8334378,107.5841511,5.8.4.64
Калининград,54.7073218,20.5072458,5.8.4.65
Брянск,53.2420071,34.3652716,5.8.4.66
Курск,51.7303391,36.1926448,5.8.4.67
Иваново,56.9994677,40.9728231,5.8.4.68
Магнитогорск,53.4071891,58.9791432,5.8.4.69
Тверь,56.8585396,35.9117898,5.8.4.70
Ставрополь,45.0445439,41.9690168,5.8.4.71
Симферополь,44.9482645,34.100117,5.8.4.72
Нижний Тагил,57.9101038,59.9813242,5.8.4.73
Белгород,50.5977351,36.5858236,5.8.4.74
Архангельск,64.5392985,40.5170083,5.8.4.75
Владимир,56.1281561,40.4082995,5.8.4.76
Севастополь,44.6167334,33.5253552,5.8.4.77
Сочи,43.5855829,39.7231419,5.8.4.78
Курган,55.4443448,65.3161339,5.8.4.79
Смоленск,54.7867168,31.8153366,5.8.4.80
Калуга,54.5060439,36.2515933,5.8.4.81
Чита,52.0340128,113.4994884,5.8.4.82
Орёл,52.9672573,36.0696479,5.8.4.83
Волжский,48.7978483,44.7462417,5.8.4.84
Череповец,59.1269214,37.9092243,5.8.4.85
Владикавказ,43.0205039,44.6819383,5.8.4.86
Мурманск,69.0076958,33.0686019,5.8.4.87
Сургут,61.2539773,73.3961726,5.8.4.88
Вологда,59.2484186,39.8356461,5.8.4.89
Саранск,54.1807601,45.1862263,5.8.4.90
Тамбов,52.7213021,41.452258,5.8.4.91
Стерлитамак,53.6302498,55.9315707,5.8.4.92
Грозный,43.3179243,45.6981102,5.8.4.93
Якутск,62.0280273,129.7325717,5.8.4.94
Кострома,57.8029445,40.9907282,5.8.4.95
Комсомольск-на-Амуре,50.550011,137.0079286,5.8.4.96
Петрозаводск,61.78909,34.3596263,5.8.4.97
Таганрог,47.2094907,38.935154,5.8.4.98
Нижневартовск,60.9397379,76.5696206,5.8.4.99
Йошкар-Ола,56.6343763,47.8998445,5.8.4.100
Братск,56.1513951,101.6339892,5.8.4.101
Москва,55.7538789,37.6203735,5.8.4.102
Санкт-Петербург,59.939125,30.3158225,5.8.4.103
Новосибирск,55.0281016,82.9210575,5.8.4.104
Екатеринбург,56.8386326,60.6054887,5.8.4.105
Нижний Новгород,56.3242093,44.0053948,5.8.4.106
Казань,55.7943877,49.1115312,5.8.4.107
Самара,53.1951657,50.1067691,5.8.4.108
Омск,54.9848136,73.3674638,5.8.4.109
Челябинск,55.1603659,61.4007858,5.8.4.110
Ростов-на-Дону,47.2224364,39.7187866,5.8.4.111
Уфа,54.734853,55.9578647,5.8.4.112
Волгоград,48.7072005,44.5170207,5.8.4.113
Пермь,58.0103211,56.2341778,5.8.4.114
Красноярск,56.009466,92.8524162,5.8.4.115
Воронеж,51.6592378,39.1968284,5.8.4.116
Саратов,51.530376,45.9530257,5.8.4.117
Краснодар,45.040235,38.9760801,5.8.4.118
Тольятти,53.5206438,49.389461,5.8.4.119
Барнаул,53.3481145,83.7798362,5.8.4.120
Ижевск,56.8527444,53.2113961,5.8.4.121
Ульяновск,54.3080674,48.3748717,5.8.4.122
Владивосток,43.1163807,131.882348,5.8.4.123
Ярославль,57.6216145,39.897878,5.8.4.124
Иркутск,52.2863513,104.280655,5.8.4.125
Тюмень,57.1530824,65.5343118,5.8.4.126
Махачкала,42.9848572,47.5046303,5.8.4.127
Хабаровск,48.4647991,135.0598811,5.8.4.128
Оренбург,51.7875191,55.1017379,5.8.4.129
Новокузнецк,53.7942757,87.2144046,5.8.4.130
Кемерово,55.3909721,86.0467864,5.8.4.131
Рязань,54.625457,39.7359992,5.8.4.132
Томск,56.4847036,84.9481737,5.8.4.133
Астрахань,46.3655808,48.0559979,5.8.4.134
Пенза,53.1753884,45.0347408,5.8.4.135
Набережные Челны,55.7436475,52.3958739,5.8.4.136
Липецк,52.6103027,39.5946266,5.8.4.137
Тула,54.192017,37.6153885,5.8.4.138
